date,fips,cases
2021-11-29,29223,1718
2021-11-29,29225,5985
2021-11-29,29227,267
2021-11-29,29229,2715
2021-11-29,30001,1570
2021-11-29,30003,3416
2021-11-29,30005,1407
2021-11-29,30007,957
2021-11-29,30009,1549
2021-11-29,30011,207
2021-11-29,30013,16639
2021-11-29,30015,774
2021-11-29,30017,2373
2021-11-29,30019,303
2021-11-29,30021,1784
2021-11-29,30023,1656
2021-11-29,30025,522
2021-11-29,30027,1842
2021-11-29,30029,20790
2021-11-29,30031,22244
2021-11-29,30033,160
2021-11-29,30035,2449
2021-11-29,30037,118
2021-11-29,30039,408
2021-11-29,30041,3386
2021-11-29,30043,1882
2021-11-29,30045,163
2021-11-29,30047,4622
2021-11-29,30049,12174
2021-11-29,30051,266
2021-11-29,30053,3545
2021-11-29,30057,1371
2021-11-29,30055,302
2021-11-29,30059,272
2021-11-29,30061,745
2021-11-29,30063,17395
2021-11-29,30065,723
2021-11-29,30067,2662
2021-11-29,30069,23
2021-11-29,30071,864
2021-11-29,30073,819
2021-11-29,30075,284
2021-11-29,30077,1438
2021-11-29,30079,178
2021-11-29,30081,5392
2021-11-29,30083,1928
2021-11-29,30085,2288
2021-11-29,30087,1738
2021-11-29,30089,1521
2021-11-29,30091,543
2021-11-29,30093,6186
2021-11-29,30095,1206
2021-11-29,30097,585
2021-11-29,30099,908
2021-11-29,30101,998
2021-11-29,30103,109
2021-11-29,30105,1360
2021-11-29,30107,269
2021-11-29,30109,175
2021-11-29,30111,31143
2021-11-29,31001,4429
2021-11-29,31003,780
2021-11-29,31005,25
2021-11-29,31007,70
2021-11-29,31009,44
2021-11-29,31011,808
2021-11-29,31013,1654
2021-11-29,31015,283
2021-11-29,31017,388
2021-11-29,31019,8434
2021-11-29,31021,897
2021-11-29,31023,1284
2021-11-29,31025,3876
2021-11-29,31027,1044
2021-11-29,31029,620
2021-11-29,31031,424
2021-11-29,31033,1417
2021-11-29,31035,1039
2021-11-29,31037,1935
2021-11-29,31039,1383
2021-11-29,31041,1500
2021-11-29,31043,4936
2021-11-29,31045,1125
2021-11-29,31047,4080
2021-11-29,31049,232
2021-11-29,31051,843
2021-11-29,31053,6699
2021-11-29,31055,93000
2021-11-29,31057,262
2021-11-29,31059,740
2021-11-29,31061,340
2021-11-29,31063,410
2021-11-29,31065,769
2021-11-29,31067,2660
2021-11-29,31069,244
2021-11-29,31071,293
2021-11-29,31073,268
2021-11-29,31075,83
2021-11-29,31077,297
2021-11-29,31079,10664
2021-11-29,31081,1451
2021-11-29,31083,319
2021-11-29,31085,86
2021-11-29,31087,417
2021-11-29,31089,1430
2021-11-29,31091,92
2021-11-29,31093,795
2021-11-29,31095,927
2021-11-29,31097,736
2021-11-29,31099,914
2021-11-29,31101,1073
2021-11-29,31103,100
2021-11-29,31105,581
2021-11-29,31107,1193
2021-11-29,31109,45859
2021-11-29,31111,5908
2021-11-29,31113,107
2021-11-29,31115,68
2021-11-29,31119,6543
2021-11-29,31117,54
2021-11-29,31121,1175
2021-11-29,31123,919
2021-11-29,31125,579
2021-11-29,31127,1018
2021-11-29,31129,684
2021-11-29,31131,2215
2021-11-29,31133,302
2021-11-29,31135,399
2021-11-29,31137,1591
2021-11-29,31139,917
2021-11-29,31141,5875
2021-11-29,31143,839
2021-11-29,31145,1813
2021-11-29,31147,1048
2021-11-29,31149,157
2021-11-29,31151,2640
2021-11-29,31153,30754
2021-11-29,31155,3498
2021-11-29,31157,6947
2021-11-29,31159,2417
2021-11-29,31161,826
2021-11-29,31163,422
2021-11-29,31165,60
2021-11-29,31167,528
2021-11-29,31169,756
2021-11-29,31171,71
2021-11-29,31173,1120
2021-11-29,31175,532
2021-11-29,31177,3045
2021-11-29,31179,1337
2021-11-29,31181,532
2021-11-29,31183,80
2021-11-29,31185,2505
2021-11-29,32510,9384
2021-11-29,32001,4225
2021-11-29,32003,352555
2021-11-29,32005,5065
2021-11-29,32007,9455
2021-11-29,32009,62
2021-11-29,32011,242
2021-11-29,32013,3118
2021-11-29,32015,846
2021-11-29,32017,707
2021-11-29,32019,7135
2021-11-29,32021,631
2021-11-29,32023,4925
2021-11-29,32027,1171
2021-11-29,32029,229
2021-11-29,32031,68566
2021-11-29,32033,1427
2021-11-29,33001,7660
2021-11-29,33003,4943
2021-11-29,33005,7033
2021-11-29,33007,4117
2021-11-29,33009,7580
2021-11-29,33011,54059
2021-11-29,33013,16613
2021-11-29,33015,36227
2021-11-29,33017,15870
2021-11-29,33019,4781
2021-11-29,34001,41239
2021-11-29,34003,124132
2021-11-29,34005,58417
2021-11-29,34007,71874
2021-11-29,34009,13225
2021-11-29,34011,21980
2021-11-29,34013,109589
2021-11-29,34015,40937
2021-11-29,34017,99902
2021-11-29,34019,12938
2021-11-29,34021,41585
2021-11-29,34023,110133
2021-11-29,34025,97773
2021-11-29,34027,61163
2021-11-29,34029,101195
2021-11-29,34031,84176
2021-11-29,34033,8417
2021-11-29,34035,36294
2021-11-29,34037,18814
2021-11-29,34039,81953
2021-11-29,34041,13158
2021-11-29,35001,85278
2021-11-29,35003,254
2021-11-29,35005,13869
2021-11-29,35006,4706
2021-11-29,35007,1771
2021-11-29,35009,7819
2021-11-29,35011,318
2021-11-29,35013,35598
2021-11-29,35015,11590
2021-11-29,35017,3610
2021-11-29,35019,909
2021-11-29,35021,50
2021-11-29,35023,630
2021-11-29,35025,14729
2021-11-29,35027,3377
2021-11-29,35028,901
2021-11-29,35029,4464
2021-11-29,35031,16517
2021-11-29,35033,395
2021-11-29,35035,9738
2021-11-29,35037,1250
2021-11-29,35039,5618
2021-11-29,35041,2979
2021-11-29,35043,18284
2021-11-29,35045,26113
2021-11-29,35047,2961
2021-11-29,35049,14858
2021-11-29,35051,1267
2021-11-29,35053,2026
2021-11-29,35055,2801
2021-11-29,35057,1988
2021-11-29,35059,628
2021-11-29,35061,10856
2021-11-29,36001,34293
2021-11-29,36003,5951
2021-11-29,36007,28142
2021-11-29,36009,9932
2021-11-29,36011,9680
2021-11-29,36013,14898
2021-11-29,36015,12781
2021-11-29,36017,5527
2021-11-29,36019,8063
2021-11-29,36021,5681
2021-11-29,36023,6073
2021-11-29,36025,4366
2021-11-29,36027,37875
2021-11-29,36029,124141
2021-11-29,36031,2983
2021-11-29,36033,5386
2021-11-29,36035,7805
2021-11-29,36037,8576
2021-11-29,36039,4917
2021-11-29,36041,512
2021-11-29,36043,8273
2021-11-29,36045,11301
2021-11-29,36049,4175
2021-11-29,36051,7172
2021-11-29,36053,7321
2021-11-29,36055,97296
2021-11-29,36057,7159
2021-11-29,36059,225634
2021-11-29,36063,28560
2021-11-29,36065,33056
2021-11-29,36067,59188
2021-11-29,36069,11631
2021-11-29,36071,62057
2021-11-29,36073,5457
2021-11-29,36075,14083
2021-11-29,36077,5342
2021-11-29,36079,13122
2021-11-29,36083,17336
2021-11-29,36087,55405
2021-11-29,36091,24504
2021-11-29,36093,19284
2021-11-29,36095,2658
2021-11-29,36097,1923
2021-11-29,36099,3223
2021-11-29,36101,12418
2021-11-29,36089,12754
2021-11-29,36103,254886
2021-11-29,36105,9541
2021-11-29,36107,6325
2021-11-29,36109,7372
2021-11-29,36111,19008
2021-11-29,36113,7255
2021-11-29,36115,6643
2021-11-29,36117,10172
2021-11-29,36119,147987
2021-11-29,36121,5278
2021-11-29,36123,1978
2021-11-29,37001,27387
2021-11-29,37003,6765
2021-11-29,37005,1799
2021-11-29,37007,4030
2021-11-29,37009,3601
2021-11-29,37011,2861
2021-11-29,37013,7452
2021-11-29,37015,2545
2021-11-29,37017,5610
2021-11-29,37019,16857
2021-11-29,37021,29796
2021-11-29,37023,16160
2021-11-29,37025,34283
2021-11-29,37027,13947
2021-11-29,37029,1222
2021-11-29,37031,8731
2021-11-29,37033,3302
2021-11-29,37035,29301
2021-11-29,37037,7015
2021-11-29,37039,4743
2021-11-29,37041,2370
2021-11-29,37043,1700
2021-11-29,37045,18929
2021-11-29,37047,10296
2021-11-29,37049,14581
2021-11-29,37051,47576
2021-11-29,37053,3012
2021-11-29,37055,4112
2021-11-29,37057,26823
2021-11-29,37059,6736
2021-11-29,37061,10171
2021-11-29,37063,36150
2021-11-29,37065,8148
2021-11-29,37067,54035
2021-11-29,37069,10313
2021-11-29,37071,41633
2021-11-29,37073,1137
2021-11-29,37075,1359
2021-11-29,37077,8265
2021-11-29,37079,3398
2021-11-29,37081,70511
2021-11-29,37083,8056
2021-11-29,37085,19033
2021-11-29,37087,7834
2021-11-29,37089,15994
2021-11-29,37091,2900
2021-11-29,37093,7446
2021-11-29,37095,856
2021-11-29,37097,30231
2021-11-29,37099,5895
2021-11-29,37101,33610
2021-11-29,37103,1386
2021-11-29,37105,9618
2021-11-29,37107,9678
2021-11-29,37109,15777
2021-11-29,37113,5121
2021-11-29,37115,2927
2021-11-29,37117,3753
2021-11-29,37111,8847
2021-11-29,37119,162362
2021-11-29,37121,2159
2021-11-29,37123,4676
2021-11-29,37125,14000
2021-11-29,37127,15604
2021-11-29,37129,29336
2021-11-29,37131,2631
2021-11-29,37133,30503
2021-11-29,37135,12237
2021-11-29,37137,1760
2021-11-29,37139,5519
2021-11-29,37141,9159
2021-11-29,37143,1683
2021-11-29,37145,5337
2021-11-29,37147,30387
2021-11-29,37149,2431
2021-11-29,37151,22604
2021-11-29,37153,7326
2021-11-29,37155,25454
2021-11-29,37157,12951
2021-11-29,37159,27055
2021-11-29,37161,11762
2021-11-29,37163,11557
2021-11-29,37165,5856
2021-11-29,37167,12164
2021-11-29,37169,6678
2021-11-29,37171,13126
2021-11-29,37173,2053
2021-11-29,37175,3996
2021-11-29,37177,585
2021-11-29,37179,38050
2021-11-29,37181,7076
2021-11-29,37183,136106
2021-11-29,37185,2463
2021-11-29,37187,1641
2021-11-29,37189,6901
2021-11-29,37191,17548
2021-11-29,37193,11075
2021-11-29,37195,13558
2021-11-29,37197,6322
2021-11-29,37199,3020
2021-11-29,38001,440
2021-11-29,38003,2053
2021-11-29,38005,1396
2021-11-29,38007,106
2021-11-29,38009,1145
2021-11-29,38011,655
2021-11-29,38013,350
2021-11-29,38015,23968
2021-11-29,38017,35616
2021-11-29,38019,559
2021-11-29,38021,1128
2021-11-29,38023,317
2021-11-29,38025,808
2021-11-29,38027,557
2021-11-29,38029,584
2021-11-29,38031,695
2021-11-29,38033,375
2021-11-29,38035,13945
2021-11-29,38037,350
2021-11-29,38039,426
2021-11-29,38041,539
2021-11-29,38043,387
2021-11-29,38045,733
2021-11-29,38047,337
2021-11-29,38049,1011
2021-11-29,38051,513
2021-11-29,38053,2476
2021-11-29,38055,2052
2021-11-29,38057,1874
2021-11-29,38059,8065
2021-11-29,38061,2083
2021-11-29,38063,587
2021-11-29,38065,236
2021-11-29,38067,1385
2021-11-29,38069,828
2021-11-29,38071,2437
2021-11-29,38073,984
2021-11-29,38075,440
2021-11-29,38077,2810
2021-11-29,38079,3331
2021-11-29,38081,697
2021-11-29,38083,213
2021-11-29,38085,960
2021-11-29,38087,55
2021-11-29,38089,8684
2021-11-29,38091,286
2021-11-29,38093,4834
2021-11-29,38095,433
2021-11-29,38097,1576
2021-11-29,38099,2448
2021-11-29,38101,14408
2021-11-29,38103,700
2021-11-29,38105,7578
2021-11-29,39001,4514
2021-11-29,39003,18542
2021-11-29,39005,7840
2021-11-29,39007,12314
2021-11-29,39009,8273
2021-11-29,39011,7741
2021-11-29,39013,10259
2021-11-29,39015,7052
2021-11-29,39017,55878
2021-11-29,39019,3515
2021-11-29,39021,5682
2021-11-29,39023,21653
2021-11-29,39025,30711
2021-11-29,39027,6388
2021-11-29,39029,16502
2021-11-29,39031,5552
2021-11-29,39033,7082
2021-11-29,39035,164146
2021-11-29,39037,8270
2021-11-29,39039,7210
2021-11-29,39041,26682
2021-11-29,39043,12423
2021-11-29,39045,24173
2021-11-29,39047,4831
2021-11-29,39049,176633
2021-11-29,39051,7016
2021-11-29,39053,4629
2021-11-29,39055,10666
2021-11-29,39057,24051
2021-11-29,39059,6802
2021-11-29,39061,112264
2021-11-29,39063,11256
2021-11-29,39065,4778
2021-11-29,39067,2051
2021-11-29,39069,4249
2021-11-29,39071,6615
2021-11-29,39073,4014
2021-11-29,39075,3939
2021-11-29,39077,9588
2021-11-29,39079,5723
2021-11-29,39081,9462
2021-11-29,39083,8618
2021-11-29,39085,31445
2021-11-29,39087,10504
2021-11-29,39089,26200
2021-11-29,39091,6857
2021-11-29,39093,41058
2021-11-29,39095,61843
2021-11-29,39097,6413
2021-11-29,39099,35095
2021-11-29,39101,13054
2021-11-29,39103,25291
2021-11-29,39105,3024
2021-11-29,39107,6816
2021-11-29,39109,17031
2021-11-29,39111,2318
2021-11-29,39113,79472
2021-11-29,39115,2101
2021-11-29,39117,5064
2021-11-29,39119,16416
2021-11-29,39121,2164
2021-11-29,39123,5535
2021-11-29,39125,3193
2021-11-29,39127,5588
2021-11-29,39129,12070
2021-11-29,39131,4590
2021-11-29,39133,20709
2021-11-29,39135,6171
2021-11-29,39137,6089
2021-11-29,39139,20587
2021-11-29,39141,11487
2021-11-29,39143,9068
2021-11-29,39145,12235
2021-11-29,39147,8692
2021-11-29,39149,7337
2021-11-29,39151,52584
2021-11-29,39153,70217
2021-11-29,39155,26664
2021-11-29,39157,14086
2021-11-29,39159,9391
2021-11-29,39161,4546
2021-11-29,39163,1839
2021-11-29,39165,35404
2021-11-29,39167,8613
2021-11-29,39169,15432
2021-11-29,39171,6287
2021-11-29,39173,19626
2021-11-29,39175,3679
2021-11-29,40001,4995
2021-11-29,40003,1371
2021-11-29,40005,2815
2021-11-29,40007,599
2021-11-29,40009,3746
2021-11-29,40011,1596
2021-11-29,40013,9177
2021-11-29,40015,5296
2021-11-29,40017,23915
2021-11-29,40019,9287
2021-11-29,40021,9136
2021-11-29,40023,2793
2021-11-29,40025,343
2021-11-29,40027,44907
2021-11-29,40029,1081
2021-11-29,40031,21450
2021-11-29,40033,1007
2021-11-29,40035,3121
2021-11-29,40037,11549
2021-11-29,40039,5284
2021-11-29,40041,7601
2021-11-29,40043,714
2021-11-29,40045,516
2021-11-29,40047,10512
2021-11-29,40049,4894
2021-11-29,40051,8433
2021-11-29,40053,713
2021-11-29,40055,777
2021-11-29,40057,370
2021-11-29,40059,534
2021-11-29,40061,1889
2021-11-29,40063,1784
2021-11-29,40065,4165
2021-11-29,40067,956
2021-11-29,40069,2003
2021-11-29,40071,7809
2021-11-29,40073,2659
2021-11-29,40075,1177
2021-11-29,40077,1572
2021-11-29,40079,8341
2021-11-29,40081,5024
2021-11-29,40083,6273
2021-11-29,40085,2027
2021-11-29,40093,1397
2021-11-29,40095,2834
2021-11-29,40097,6973
2021-11-29,40087,7661
2021-11-29,40089,5867
2021-11-29,40091,2954
2021-11-29,40099,2692
2021-11-29,40101,13787
2021-11-29,40103,1949
2021-11-29,40105,1842
2021-11-29,40107,2387
2021-11-29,40109,122554
2021-11-29,40111,6257
2021-11-29,40113,7155
2021-11-29,40115,6269
2021-11-29,40117,2737
2021-11-29,40119,12252
2021-11-29,40121,7006
2021-11-29,40123,7057
2021-11-29,40125,12642
2021-11-29,40127,1848
2021-11-29,40129,563
2021-11-29,40131,16400
2021-11-29,40133,4007
2021-11-29,40135,6826
2021-11-29,40137,7823
2021-11-29,40139,4265
2021-11-29,40141,1033
2021-11-29,40143,110875
2021-11-29,40145,13122
2021-11-29,40147,8639
2021-11-29,40149,1611
2021-11-29,40151,1688
2021-11-29,40153,4024
2021-11-29,41001,2175
2021-11-29,41003,6051
2021-11-29,41005,32426
2021-11-29,41007,2583
2021-11-29,41009,4238
2021-11-29,41011,5573
2021-11-29,41013,3301
2021-11-29,41015,1901
2021-11-29,41017,23182
2021-11-29,41019,13236
2021-11-29,41021,184
2021-11-29,41023,1083
2021-11-29,41025,1193
2021-11-29,41027,2113
2021-11-29,41029,24672
2021-11-29,41031,4168
2021-11-29,41033,10057
2021-11-29,41035,8979
2021-11-29,41037,1040
2021-11-29,41039,29856
2021-11-29,41041,3572
2021-11-29,41043,14488
2021-11-29,41045,5915
2021-11-29,41047,39592
2021-11-29,41049,1970
2021-11-29,41051,59768
2021-11-29,41053,8136
2021-11-29,41055,190
2021-11-29,41057,2143
2021-11-29,41059,15087
2021-11-29,41061,3368
2021-11-29,41063,747
2021-11-29,41065,3148
2021-11-29,41067,41571
2021-11-29,41069,114
2021-11-29,41071,9665
2021-11-29,42001,14640
2021-11-29,42003,149645
2021-11-29,42005,10356
2021-11-29,42007,25798
2021-11-29,42009,7698
2021-11-29,42011,64357
2021-11-29,42013,20594
2021-11-29,42015,9194
2021-11-29,42017,78779
2021-11-29,42019,28860
2021-11-29,42021,22500
2021-11-29,42023,590
2021-11-29,42025,9990
2021-11-29,42027,22736
2021-11-29,42029,55228
2021-11-29,42031,5901
2021-11-29,42033,12703
2021-11-29,42035,5986
2021-11-29,42037,9142
2021-11-29,42039,13264
2021-11-29,42041,31458
2021-11-29,42043,38043
2021-11-29,42045,66035
2021-11-29,42047,4784
2021-11-29,42049,35643
2021-11-29,42051,20475
2021-11-29,42053,1745
2021-11-29,42055,23901
2021-11-29,42057,2614
2021-11-29,42059,5656
2021-11-29,42061,7580
2021-11-29,42063,10810
2021-11-29,42065,6089
2021-11-29,42067,3318
2021-11-29,42069,25358
2021-11-29,42071,78228
2021-11-29,42073,12609
2021-11-29,42075,22862
2021-11-29,42077,52782
2021-11-29,42079,45766
2021-11-29,42081,19349
2021-11-29,42083,5811
2021-11-29,42085,15759
2021-11-29,42087,8141
2021-11-29,42089,21735
2021-11-29,42091,92358
2021-11-29,42093,2869
2021-11-29,42095,48397
2021-11-29,42097,14731
2021-11-29,42099,5912
2021-11-29,42101,191061
2021-11-29,42103,6027
2021-11-29,42105,2277
2021-11-29,42107,22266
2021-11-29,42109,5347
2021-11-29,42111,12164
2021-11-29,42113,654
2021-11-29,42115,4543
2021-11-29,42117,5514
2021-11-29,42119,8121
2021-11-29,42121,7940
2021-11-29,42123,5010
2021-11-29,42125,29837
2021-11-29,42127,6532
2021-11-29,42129,51514
2021-11-29,42131,3196
2021-11-29,42133,70372
2021-11-29,44001,6488
2021-11-29,44003,24088
2021-11-29,44005,9342
2021-11-29,44007,120617
2021-11-29,44009,15303
2021-11-29,45001,3958
2021-11-29,45003,27534
2021-11-29,45005,1361
2021-11-29,45007,37601
2021-11-29,45009,2180
2021-11-29,45011,3946
2021-11-29,45013,27637
2021-11-29,45015,31566
2021-11-29,45017,1773
2021-11-29,45019,66616
2021-11-29,45021,10310
2021-11-29,45023,6550
2021-11-29,45025,7540
2021-11-29,45027,5184
2021-11-29,45029,5708
2021-11-29,45031,12239
2021-11-29,45033,6445
2021-11-29,45035,34358
2021-11-29,45037,4514
2021-11-29,45039,3326
2021-11-29,45041,27151
2021-11-29,45043,9879
2021-11-29,45045,107669
2021-11-29,45047,12886
2021-11-29,45049,3128
2021-11-29,45051,63622
2021-11-29,45053,3981
2021-11-29,45055,12238
2021-11-29,45057,16580
2021-11-29,45059,11982
2021-11-29,45061,2647
2021-11-29,45063,55483
2021-11-29,45067,5536
2021-11-29,45069,4905
2021-11-29,45065,1409
2021-11-29,45071,7702
2021-11-29,45073,15980
2021-11-29,45075,14811
2021-11-29,45077,28494
2021-11-29,45079,70200
2021-11-29,45081,2599
2021-11-29,45083,63146
2021-11-29,45085,16713
2021-11-29,45087,4857
2021-11-29,45089,5711
2021-11-29,45091,48178
2021-11-29,46003,571
2021-11-29,46005,3458
2021-11-29,46007,503
2021-11-29,46009,1716
2021-11-29,46011,5333
2021-11-29,46013,7202
2021-11-29,46015,941
2021-11-29,46017,464
2021-11-29,46019,2046
2021-11-29,46021,180
2021-11-29,46023,1888
2021-11-29,46025,548
2021-11-29,46027,2310
2021-11-29,46029,5959
2021-11-29,46031,708
2021-11-29,46033,1448
2021-11-29,46035,4014
2021-11-29,46037,856
2021-11-29,46039,738
2021-11-29,46041,2018
2021-11-29,46043,545
2021-11-29,46045,658
2021-11-29,46047,1152
2021-11-29,46049,436
2021-11-29,46051,1450
2021-11-29,46053,768
2021-11-29,46055,340
2021-11-29,46057,1066
2021-11-29,46059,408
2021-11-29,46061,466
2021-11-29,46063,166
2021-11-29,46065,3313
2021-11-29,46067,1168
2021-11-29,46069,211
2021-11-29,46071,419
2021-11-29,46073,310
2021-11-29,46075,146
2021-11-29,46077,959
2021-11-29,46079,1647
2021-11-29,46081,4668
2021-11-29,46083,10884
2021-11-29,46085,806
2021-11-29,46091,506
2021-11-29,46087,991
2021-11-29,46089,354
2021-11-29,46093,4878
2021-11-29,46095,339
2021-11-29,46097,365
2021-11-29,46099,39703
2021-11-29,46101,851
2021-11-29,46102,2501
2021-11-29,46103,22438
2021-11-29,46105,462
2021-11-29,46107,464
2021-11-29,46109,1646
2021-11-29,46111,406
2021-11-29,46115,1070
2021-11-29,46117,479
2021-11-29,46119,188
2021-11-29,46121,1769
2021-11-29,46123,910
2021-11-29,46125,1417
2021-11-29,46127,2856
2021-11-29,46129,955
2021-11-29,46135,3969
2021-11-29,46137,463
2021-11-29,47001,13489
2021-11-29,47003,9513
2021-11-29,47005,2962
2021-11-29,47007,3556
2021-11-29,47009,24470
2021-11-29,47011,22607
2021-11-29,47013,7523
2021-11-29,47015,2853
2021-11-29,47017,5876
2021-11-29,47019,10912
2021-11-29,47021,7173
2021-11-29,47023,3589
2021-11-29,47025,5847
2021-11-29,47027,1550
2021-11-29,47029,7587
2021-11-29,47031,10860
2021-11-29,47033,3402
2021-11-29,47035,11515
2021-11-29,47037,135626
2021-11-29,47039,2478
2021-11-29,47041,4297
2021-11-29,47043,10741
2021-11-29,47045,8172
2021-11-29,47047,7455
2021-11-29,47049,3779
2021-11-29,47051,8171
2021-11-29,47053,10801
2021-11-29,47055,6177
2021-11-29,47057,4511
2021-11-29,47059,14258
2021-11-29,47061,2929
2021-11-29,47063,13319
2021-11-29,47065,65405
2021-11-29,47067,1256
2021-11-29,47069,5172
2021-11-29,47071,5684
2021-11-29,47073,10751
2021-11-29,47075,3915
2021-11-29,47077,5895
2021-11-29,47079,5570
2021-11-29,47081,4754
2021-11-29,47083,1884
2021-11-29,47085,3344
2021-11-29,47087,2111
2021-11-29,47089,10166
2021-11-29,47091,3928
2021-11-29,47093,80776
2021-11-29,47095,2024
2021-11-29,47097,5263
2021-11-29,47099,9754
2021-11-29,47101,2567
2021-11-29,47103,6836
2021-11-29,47105,9429
2021-11-29,47111,5558
2021-11-29,47113,18074
2021-11-29,47115,5895
2021-11-29,47117,6987
2021-11-29,47119,19816
2021-11-29,47107,10741
2021-11-29,47109,4798
2021-11-29,47121,2232
2021-11-29,47123,9942
2021-11-29,47125,33589
2021-11-29,47127,1463
2021-11-29,47129,3926
2021-11-29,47131,6850
2021-11-29,47133,4908
2021-11-29,47135,1641
2021-11-29,47137,1122
2021-11-29,47139,3247
2021-11-29,47141,17054
2021-11-29,47143,7098
2021-11-29,47145,10339
2021-11-29,47147,14359
2021-11-29,47149,63782
2021-11-29,47151,5691
2021-11-29,47153,3070
2021-11-29,47155,20616
2021-11-29,47157,148806
2021-11-29,47159,4250
2021-11-29,47161,2187
2021-11-29,47163,28290
2021-11-29,47165,35193
2021-11-29,47167,11679
2021-11-29,47169,3237
2021-11-29,47171,3239
2021-11-29,47173,3405
2021-11-29,47175,1284
2021-11-29,47177,8815
2021-11-29,47179,22938
2021-11-29,47181,4160
2021-11-29,47183,6382
2021-11-29,47185,5751
2021-11-29,47187,40909
2021-11-29,47189,27757
2021-11-29,48001,8110
2021-11-29,48003,2920
2021-11-29,48005,13896
2021-11-29,48007,2623
2021-11-29,48009,1312
2021-11-29,48011,306
2021-11-29,48013,8716
2021-11-29,48015,3642
2021-11-29,48017,1023
2021-11-29,48019,2428
2021-11-29,48021,14461
2021-11-29,48023,588
2021-11-29,48025,5351
2021-11-29,48027,39510
2021-11-29,48029,326570
2021-11-29,48031,1276
2021-11-29,48033,43
2021-11-29,48035,2457
2021-11-29,48037,12904
2021-11-29,48039,60811
2021-11-29,48041,39055
2021-11-29,48043,1104
2021-11-29,48045,241
2021-11-29,48047,1130
2021-11-29,48049,7137
2021-11-29,48051,3320
2021-11-29,48053,7544
2021-11-29,48055,8549
2021-11-29,48057,3911
2021-11-29,48059,1884
2021-11-29,48061,66915
2021-11-29,48063,2047
2021-11-29,48065,846
2021-11-29,48067,4525
2021-11-29,48069,1384
2021-11-29,48071,8856
2021-11-29,48073,6889
2021-11-29,48075,1749
2021-11-29,48077,1596
2021-11-29,48079,490
2021-11-29,48081,684
2021-11-29,48083,1182
2021-11-29,48085,133004
2021-11-29,48087,426
2021-11-29,48089,2610
2021-11-29,48091,20177
2021-11-29,48093,2368
2021-11-29,48095,714
2021-11-29,48097,5180
2021-11-29,48099,10788
2021-11-29,48101,240
2021-11-29,48103,897
2021-11-29,48105,789
2021-11-29,48107,1058
2021-11-29,48109,406
2021-11-29,48111,1300
2021-11-29,48113,412836
2021-11-29,48115,2208
2021-11-29,48117,3523
2021-11-29,48119,635
2021-11-29,48121,110758
2021-11-29,48123,3013
2021-11-29,48125,260
2021-11-29,48127,3808
2021-11-29,48129,634
2021-11-29,48131,1977
2021-11-29,48133,2206
2021-11-29,48135,26403
2021-11-29,48137,335
2021-11-29,48139,34071
2021-11-29,48141,159696
2021-11-29,48143,6436
2021-11-29,48145,2608
2021-11-29,48147,5069
2021-11-29,48149,3639
2021-11-29,48151,433
2021-11-29,48153,1221
2021-11-29,48155,183
2021-11-29,48157,101975
2021-11-29,48159,1360
2021-11-29,48161,2783
2021-11-29,48163,4038
2021-11-29,48165,2191
2021-11-29,48167,65195
2021-11-29,48169,747
2021-11-29,48171,3628
2021-11-29,48173,156
2021-11-29,48175,670
2021-11-29,48177,3579
2021-11-29,48179,3919
2021-11-29,48181,16491
2021-11-29,48183,19438
2021-11-29,48185,5285
2021-11-29,48187,24886
2021-11-29,48189,8119
2021-11-29,48191,576
2021-11-29,48193,1325
2021-11-29,48195,1159
2021-11-29,48197,456
2021-11-29,48199,10495
2021-11-29,48201,585480
2021-11-29,48203,9238
2021-11-29,48205,935
2021-11-29,48207,644
2021-11-29,48209,33812
2021-11-29,48211,716
2021-11-29,48213,9937
2021-11-29,48215,116326
2021-11-29,48217,5870
2021-11-29,48219,4446
2021-11-29,48221,9881
2021-11-29,48223,5474
2021-11-29,48225,2871
2021-11-29,48227,5846
2021-11-29,48229,597
2021-11-29,48231,11133
2021-11-29,48233,4002
2021-11-29,48235,192
2021-11-29,48237,992
2021-11-29,48239,2786
2021-11-29,48241,4108
2021-11-29,48243,210
2021-11-29,48245,31915
2021-11-29,48247,910
2021-11-29,48249,7226
2021-11-29,48251,29266
2021-11-29,48253,3236
2021-11-29,48255,4158
2021-11-29,48257,24263
2021-11-29,48259,5267
2021-11-29,48261,61
2021-11-29,48263,125
2021-11-29,48265,6907
2021-11-29,48267,450
2021-11-29,48269,22
2021-11-29,48271,518
2021-11-29,48273,4360
2021-11-29,48275,363
2021-11-29,48277,8952
2021-11-29,48279,3033
2021-11-29,48281,3595
2021-11-29,48283,1361
2021-11-29,48285,3226
2021-11-29,48287,2985
2021-11-29,48289,2485
2021-11-29,48291,13060
2021-11-29,48293,3670
2021-11-29,48295,444
2021-11-29,48297,1758
2021-11-29,48299,2686
2021-11-29,48301,8
2021-11-29,48303,67465
2021-11-29,48305,866
2021-11-29,48313,2517
2021-11-29,48315,1189
2021-11-29,48317,849
2021-11-29,48319,578
2021-11-29,48321,6117
2021-11-29,48323,12930
2021-11-29,48307,953
2021-11-29,48309,43035
2021-11-29,48311,118
2021-11-29,48325,7018
2021-11-29,48327,343
2021-11-29,48329,29319
2021-11-29,48331,3799
2021-11-29,48333,856
2021-11-29,48335,999
2021-11-29,48337,3144
