Date,fips,vaccine
11-11-2021,23017,35333
11-11-2021,26057,17189
11-11-2021,46115,3039
11-11-2021,48367,58854
11-11-2021,40021,20179
11-11-2021,19007,5341
11-11-2021,8115,1057
11-11-2021,37013,23365
11-11-2021,20177,97821
11-11-2021,15007,0
11-11-2021,41047,198979
11-11-2021,2090,47186
11-11-2021,19153,295461
11-11-2021,17067,7869
11-11-2021,22079,58083
11-11-2021,26045,57983
11-11-2021,31101,2691
11-11-2021,40069,4163
11-11-2021,18095,62406
11-11-2021,24019,17001
11-11-2021,17199,33802
11-11-2021,39069,13323
11-11-2021,55135,25254
11-11-2021,29043,37441
11-11-2021,1107,8814
11-11-2021,29075,2630
11-11-2021,6091,0
11-11-2021,51145,11432
11-11-2021,29225,15641
11-11-2021,48001,20734
11-11-2021,20047,1234
11-11-2021,13279,5769
11-11-2021,31021,3425
11-11-2021,29063,3249
11-11-2021,55065,9142
11-11-2021,51159,3556
11-11-2021,47063,25282
11-11-2021,8039,9045
11-11-2021,5131,56905
11-11-2021,8053,456
11-11-2021,56025,31549
11-11-2021,21031,5281
11-11-2021,28067,26548
11-11-2021,31159,7921
11-11-2021,26153,4260
11-11-2021,20111,17097
11-11-2021,35059,1720
11-11-2021,36075,63561
11-11-2021,51077,5969
11-11-2021,20125,13139
11-11-2021,6107,211421
11-11-2021,39029,45521
11-11-2021,45027,14362
11-11-2021,48049,13872
11-11-2021,32013,6373
11-11-2021,1115,31849
11-11-2021,5141,6497
11-11-2021,30031,60690
11-11-2021,46075,578
11-11-2021,13007,1052
11-11-2021,18041,8366
11-11-2021,21233,5483
11-11-2021,5129,2835
11-11-2021,48197,1694
11-11-2021,13093,2534
11-11-2021,21135,4568
11-11-2021,22023,1171
11-11-2021,1001,20206
11-11-2021,12003,9214
11-11-2021,26059,16118
11-11-2021,39105,9150
11-11-2021,27133,4605
11-11-2021,17063,26325
11-11-2021,36099,16767
11-11-2021,49009,532
11-11-2021,38045,1817
11-11-2021,30023,4893
11-11-2021,6019,527877
11-11-2021,8029,13558
11-11-2021,8045,34330
11-11-2021,31095,3552
11-11-2021,51730,10436
11-11-2021,36057,29902
11-11-2021,28145,10428
11-11-2021,26061,17328
11-11-2021,48207,1906
11-11-2021,53051,5049
11-11-2021,18047,7790
11-11-2021,42121,20641
11-11-2021,5147,3310
11-11-2021,31141,14013
11-11-2021,42013,56841
11-11-2021,1045,23637
11-11-2021,12075,17727
11-11-2021,19031,10286
11-11-2021,55131,71683
11-11-2021,18151,15341
11-11-2021,17109,13457
11-11-2021,28117,9873
11-11-2021,5027,10243
11-11-2021,4015,78856
11-11-2021,36067,308261
11-11-2021,20137,2628
11-11-2021,21055,3321
11-11-2021,33015,186977
11-11-2021,42043,165435
11-11-2021,44005,58730
11-11-2021,12029,5292
11-11-2021,51685,7296
11-11-2021,51700,87513
11-11-2021,5013,1737
11-11-2021,55111,36984
11-11-2021,22095,22648
11-11-2021,30037,340
11-11-2021,55039,52181
11-11-2021,8057,577
11-11-2021,13019,3633
11-11-2021,30017,4542
11-11-2021,35031,51972
11-11-2021,21083,15271
11-11-2021,12105,370395
11-11-2021,55025,405738
11-11-2021,37063,201009
11-11-2021,13131,4926
11-11-2021,35015,24073
11-11-2021,32011,489
11-11-2021,39045,80956
11-11-2021,18017,15656
11-11-2021,31093,2528
11-11-2021,39053,12191
11-11-2021,28153,7098
11-11-2021,42047,15985
11-11-2021,48109,1045
11-11-2021,12047,4769
11-11-2021,18173,36670
11-11-2021,48299,10251
11-11-2021,6073,1759100
11-11-2021,31143,1987
11-11-2021,29017,3679
11-11-2021,42113,2842
11-11-2021,17113,99597
11-11-2021,37187,5181
11-11-2021,51800,42964
11-11-2021,27107,3539
11-11-2021,20025,859
11-11-2021,18089,248081
11-11-2021,8119,12651
11-11-2021,51171,19855
11-11-2021,28081,34043
11-11-2021,27089,4319
11-11-2021,38039,976
11-11-2021,45071,18551
11-11-2021,48103,1555
11-11-2021,18067,36099
11-11-2021,26103,40042
11-11-2021,13185,31902
11-11-2021,54011,20230
11-11-2021,6029,408806
11-11-2021,34007,305407
11-11-2021,41009,29135
11-11-2021,47003,18937
11-11-2021,41059,39080
11-11-2021,41033,41195
11-11-2021,45083,127088
11-11-2021,53031,23217
11-11-2021,38049,2139
11-11-2021,21159,5690
11-11-2021,29025,3228
11-11-2021,40145,34598
11-11-2021,22081,2778
11-11-2021,13105,3862
11-11-2021,28109,23253
11-11-2021,13183,1532
11-11-2021,53055,13053
11-11-2021,32003,1143034
11-11-2021,1027,5102
11-11-2021,35035,35620
11-11-2021,46041,3465
11-11-2021,30005,4948
11-11-2021,13073,42171
11-11-2021,48409,33422
11-11-2021,21069,6786
11-11-2021,26109,15032
11-11-2021,16031,7703
11-11-2021,44003,117031
11-11-2021,48083,2784
11-11-2021,26071,5865
11-11-2021,20101,594
11-11-2021,31157,13129
11-11-2021,34001,155496
11-11-2021,26005,56211
11-11-2021,30027,4723
11-11-2021,47117,13278
11-11-2021,13165,1974
11-11-2021,54047,4082
11-11-2021,28139,8435
11-11-2021,38001,1002
11-11-2021,29223,4288
11-11-2021,54035,5072
11-11-2021,37075,3820
11-11-2021,17157,15067
11-11-2021,28009,3827
11-11-2021,53005,103852
11-11-2021,13199,5316
11-11-2021,17133,19425
11-11-2021,37059,21924
11-11-2021,46091,2385
11-11-2021,19035,5557
11-11-2021,29007,8624
11-11-2021,21071,18894
11-11-2021,28053,4212
11-11-2021,38063,1848
11-11-2021,19189,5002
11-11-2021,30021,3024
11-11-2021,46102,8574
11-11-2021,12031,526076
11-11-2021,5065,4675
11-11-2021,23025,28312
11-11-2021,19191,11399
11-11-2021,13047,12903
11-11-2021,1005,9616
11-11-2021,29217,6630
11-11-2021,54067,7449
11-11-2021,1031,18525
11-11-2021,55078,3221
11-11-2021,18063,112187
11-11-2021,33013,96102
11-11-2021,13097,42858
11-11-2021,25027,515121
11-11-2021,51033,11681
11-11-2021,42049,148411
11-11-2021,54049,5033
11-11-2021,29137,3507
11-11-2021,47021,18636
11-11-2021,41061,12066
11-11-2021,12077,2715
11-11-2021,45053,10171
11-11-2021,5085,31707
11-11-2021,56001,18765
11-11-2021,10005,142124
11-11-2021,46033,4201
11-11-2021,54063,3980
11-11-2021,30011,355
11-11-2021,31137,3215
11-11-2021,20045,67594
11-11-2021,38085,1684
11-11-2021,27109,107955
11-11-2021,28127,10837
11-11-2021,37085,47595
11-11-2021,22043,8654
11-11-2021,1069,40759
11-11-2021,29171,1443
11-11-2021,18019,65662
11-11-2021,25019,161
11-11-2021,27127,7441
11-11-2021,21039,1794
11-11-2021,17177,24518
11-11-2021,18157,103808
11-11-2021,26079,7921
11-11-2021,13245,70704
11-11-2021,37167,23620
11-11-2021,9005,125930
11-11-2021,13027,4906
11-11-2021,12039,24330
11-11-2021,48443,388
11-11-2021,20173,237195
11-11-2021,41007,24463
11-11-2021,45025,15099
11-11-2021,1129,6922
11-11-2021,37149,8452
11-11-2021,40053,1701
11-11-2021,19119,4421
11-11-2021,13229,4891
11-11-2021,12091,112271
11-11-2021,24043,79872
11-11-2021,20021,8322
11-11-2021,37065,22072
11-11-2021,32031,275028
11-11-2021,35013,145301
11-11-2021,53075,21004
11-11-2021,45067,13533
11-11-2021,22027,5960
11-11-2021,30043,5516
11-11-2021,48235,592
11-11-2021,47035,26382
11-11-2021,54001,1120
11-11-2021,8067,36424
11-11-2021,54089,2272
11-11-2021,22099,19708
11-11-2021,27065,6234
11-11-2021,22109,45062
11-11-2021,26139,154396
11-11-2021,1081,57477
11-11-2021,48487,6092
11-11-2021,37021,154796
11-11-2021,19173,2653
11-11-2021,42007,81478
11-11-2021,8007,7455
11-11-2021,1019,7612
11-11-2021,29135,5392
11-11-2021,40103,6272
11-11-2021,46019,3726
11-11-2021,47001,39007
11-11-2021,17051,6929
11-11-2021,33017,73926
11-11-2021,26155,32346
11-11-2021,21043,11518
11-11-2021,48437,2669
11-11-2021,37157,41124
11-11-2021,33019,24832
11-11-2021,36015,44892
11-11-2021,42107,81703
11-11-2021,50011,16219
11-11-2021,1093,9894
11-11-2021,8019,4384
11-11-2021,5045,55499
11-11-2021,18021,13602
11-11-2021,37015,8578
11-11-2021,13121,322352
11-11-2021,38083,453
11-11-2021,5053,7618
11-10-2021,12125,5045
11-10-2021,21097,8206
11-10-2021,38061,3666
11-10-2021,20109,1196
11-10-2021,5073,2534
11-10-2021,36061,1214148
11-10-2021,48389,6806
11-10-2021,53001,10433
11-10-2021,8037,40665
11-10-2021,13267,3706
11-10-2021,22109,44985
11-10-2021,37061,22201
11-10-2021,28023,8116
11-10-2021,28021,4384
11-10-2021,28047,101088
11-10-2021,5145,32155
11-10-2021,39023,62934
11-10-2021,13263,1870
11-10-2021,21073,27937
11-10-2021,45069,10185
11-10-2021,28009,3825
11-10-2021,31111,9959
11-10-2021,41001,10776
11-10-2021,28111,4021
11-10-2021,27129,7260
11-10-2021,48393,255
11-10-2021,48177,9418
11-10-2021,19061,57323
11-10-2021,15003,595
11-10-2021,20113,14545
11-10-2021,47105,31874
11-10-2021,20135,1320
11-10-2021,18157,103793
11-10-2021,51137,15191
11-10-2021,20183,1493
11-10-2021,17085,13555
11-10-2021,36073,20315
11-10-2021,17017,6547
11-10-2021,20175,8597
11-10-2021,30093,19849
11-10-2021,28033,88278
11-10-2021,26141,7144
11-10-2021,40021,20154
11-10-2021,40053,1700
11-10-2021,21051,7961
11-10-2021,49043,32296
11-10-2021,47011,40826
11-10-2021,51630,11052
11-10-2021,13119,3546
11-10-2021,37103,4334
11-10-2021,40151,3328
11-10-2021,37065,22039
11-10-2021,48185,13481
11-10-2021,24015,53457
11-10-2021,36059,981641
11-10-2021,17077,27102
11-10-2021,9011,190645
11-10-2021,49017,2555
11-10-2021,13159,2387
11-10-2021,13257,3746
11-10-2021,26149,25345
11-10-2021,47039,4109
11-10-2021,5109,4179
11-10-2021,38067,3434
11-10-2021,21009,18213
11-10-2021,12017,78485
11-10-2021,6029,408353
11-10-2021,51115,4985
11-10-2021,56003,3960
11-10-2021,21025,5941
11-10-2021,26127,13289
11-10-2021,39129,26722
11-10-2021,5001,8928
11-10-2021,2185,3343
11-10-2021,24031,819080
11-10-2021,39105,9142
11-10-2021,30061,2172
11-10-2021,45037,14757
11-10-2021,28063,4366
11-10-2021,20095,3116
11-10-2021,26039,6737
11-10-2021,20041,8912
11-10-2021,9005,125857
11-10-2021,30007,1862
11-10-2021,17061,4722
11-10-2021,26155,32323
11-10-2021,29093,3582
11-10-2021,42015,23496
11-10-2021,42007,81401
11-10-2021,8077,69223
11-10-2021,20035,14898
11-10-2021,51550,102508
11-10-2021,38053,2890
11-10-2021,29163,6378
11-10-2021,26061,17321
11-10-2021,21197,5869
11-10-2021,22067,10127
11-10-2021,42093,13210
11-10-2021,19151,3252
11-10-2021,29189,561103
11-10-2021,48047,3921
11-10-2021,13177,5703
11-10-2021,5121,6532
11-10-2021,13199,5316
11-10-2021,48063,4626
11-10-2021,23015,25397
11-10-2021,26019,11178
11-10-2021,20141,1336
11-10-2021,27019,62199
11-10-2021,48183,50795
11-10-2021,17037,53501
11-10-2021,51139,8581
11-10-2021,6101,50755
11-10-2021,1007,7017
11-10-2021,12027,15687
11-10-2021,47041,7685
11-10-2021,17011,17122
11-10-2021,21091,4745
11-10-2021,48491,355454
11-10-2021,29149,2983
11-10-2021,13225,4254
11-10-2021,37071,101399
11-10-2021,16027,85985
11-10-2021,13137,9007
11-10-2021,53017,24297
11-10-2021,46089,306
11-10-2021,8113,6134
11-10-2021,17007,29311
11-10-2021,29181,3507
11-10-2021,55049,14958
11-10-2021,48293,7856
11-10-2021,27173,5128
11-10-2021,30109,252
11-10-2021,30039,1152
11-10-2021,22087,20290
11-10-2021,47053,20098
11-10-2021,29021,30276
11-10-2021,30085,6348
11-10-2021,6035,10380
11-10-2021,28025,8082
11-10-2021,39043,40363
11-10-2021,21045,5243
11-10-2021,29227,747
11-10-2021,6019,527368
11-10-2021,32510,32771
11-10-2021,38063,1847
11-10-2021,13073,42170
11-10-2021,4007,28433
11-10-2021,21239,15828
11-10-2021,18109,35076
11-10-2021,29131,7801
11-10-2021,29097,52609
11-10-2021,40089,10641
11-10-2021,35049,109616
11-10-2021,13161,1809
11-10-2021,17043,637577
11-10-2021,27159,6182
11-10-2021,1061,9152
11-10-2021,21211,20502
11-10-2021,20017,1100
11-10-2021,48013,23045
11-10-2021,27063,4629
11-10-2021,55037,2250
11-10-2021,31129,1918
11-10-2021,48089,10125
11-10-2021,55021,34919
11-10-2021,39115,5537
11-10-2021,12059,5222
11-10-2021,47045,13495
11-10-2021,55027,41398
11-10-2021,55093,17062
11-10-2021,13053,38209
11-10-2021,19097,9526
11-10-2021,21063,2416
11-10-2021,13107,6747
11-10-2021,4017,69898
11-10-2021,55113,8974
11-10-2021,20039,1051
11-10-2021,27023,5686
11-10-2021,48111,2832
11-10-2021,21157,15383
11-10-2021,47083,3127
11-10-2021,19157,9962
11-10-2021,53069,2073
11-10-2021,51570,6251
11-10-2021,19103,98629
11-10-2021,37193,29124
11-10-2021,8089,7946
11-10-2021,18029,27622
11-10-2021,29029,19250
11-10-2021,28095,16337
11-10-2021,29001,10496
11-10-2021,40047,27539
11-10-2021,27149,5105
11-10-2021,30079,377
11-10-2021,46099,112406
11-10-2021,2220,5899
11-10-2021,47153,4730
11-10-2021,51197,10303
11-10-2021,46101,2830
11-10-2021,39153,307600
11-10-2021,56007,5928
11-10-2021,54039,56253
11-10-2021,27011,2931
11-10-2021,48007,12229
11-10-2021,40117,7348
11-10-2021,47145,21830
11-10-2021,55099,7618
11-10-2021,6081,564913
11-10-2021,26113,6670
11-10-2021,41011,34259
11-10-2021,13155,1370
11-10-2021,5087,6473
11-10-2021,17047,2266
11-10-2021,54097,2038
11-10-2021,42047,15976
11-10-2021,39157,37135
11-10-2021,48207,1906
11-10-2021,4001,53621
11-10-2021,12091,112002
11-10-2021,26047,22829
11-10-2021,26005,56169
11-10-2021,21139,4174
11-10-2021,18119,8237
11-10-2021,30027,4714
11-10-2021,29145,13701
11-10-2021,13029,13483
11-10-2021,39091,17672
11-10-2021,46031,1318
11-10-2021,27053,836710
11-10-2021,36035,26312
11-10-2021,49057,133880
11-10-2021,19009,3024
11-10-2021,18035,50824
11-10-2021,1001,20198
11-10-2021,47061,3707
11-10-2021,2275,1357
11-10-2021,18129,11232
11-10-2021,5027,10227
11-10-2021,20111,17079
11-10-2021,29187,26536
11-10-2021,28117,9873
11-10-2021,5099,3248
11-10-2021,1039,12875
11-10-2021,8011,1335
11-10-2021,40143,358563
11-10-2021,13269,2348
11-10-2021,53041,37619
11-10-2021,28099,10491
11-10-2021,19111,15733
11-10-2021,13255,11405
11-10-2021,5125,54454
11-10-2021,47057,10603
11-10-2021,13235,1736
11-10-2021,51053,12660
11-10-2021,17135,13467
11-10-2021,28131,7497
11-10-2021,47159,6018
11-10-2021,26057,17173
11-10-2021,55137,10004
11-10-2021,12079,7285
11-10-2021,18153,9508
11-10-2021,1097,181985
11-10-2021,48011,683
11-10-2021,6107,211164
11-10-2021,21013,10920
11-10-2021,47003,18918
11-10-2021,31121,3061
11-10-2021,18079,10280
11-10-2021,36057,29877
11-10-2021,21237,3503
11-10-2021,13133,7468
11-10-2021,20145,3140
11-10-2021,19057,18218
11-10-2021,22045,29185
11-10-2021,34023,533832
11-10-2021,13023,1582
11-10-2021,28043,9984
11-10-2021,24023,12979
11-10-2021,23029,20365
11-10-2021,48249,19857
11-10-2021,45085,47894
11-10-2021,39107,14435
11-10-2021,55115,19805
11-10-2021,6051,0
11-10-2021,8123,173927
11-10-2021,21003,7676
11-10-2021,8049,9064
11-10-2021,48161,6780
11-10-2021,22043,8643
11-10-2021,13261,11633
11-10-2021,19001,3225
11-10-2021,29155,4294
11-10-2021,20019,1219
11-10-2021,28107,14423
11-10-2021,2020,163141
11-10-2021,49051,17747
11-10-2021,29015,8570
11-10-2021,47097,8786
11-10-2021,41061,12048
11-10-2021,17155,2985
11-10-2021,18097,487245
11-10-2021,6009,26248
11-10-2021,26029,15807
11-10-2021,48403,3590
11-10-2021,48503,6804
11-10-2021,19043,7864
11-10-2021,55065,9138
11-10-2021,54105,373
11-10-2021,47099,14761
11-10-2021,5041,6013
11-10-2021,22085,8122
11-10-2021,39087,23760
11-10-2021,36037,31367
11-10-2021,51071,6995
11-10-2021,42067,10075
11-10-2021,28145,10427
11-10-2021,46091,2385
11-10-2021,5147,3309
11-10-2021,27147,20095
11-10-2021,51117,12452
11-10-2021,30049,37265
11-10-2021,55075,19706
11-10-2021,20137,2625
11-10-2021,47051,15730
11-10-2021,54013,889
11-10-2021,17133,19387
11-10-2021,31079,26053
11-10-2021,1037,3874
11-10-2021,16021,3682
11-10-2021,35013,145172
11-10-2021,38015,41150
11-10-2021,55125,13635
11-10-2021,27069,2330
11-10-2021,30011,354
11-10-2021,29186,7474
11-10-2021,27161,9683
11-10-2021,48401,18617
11-10-2021,17029,21182
11-10-2021,37079,9616
11-10-2021,51620,2921
11-10-2021,37085,47568
11-10-2021,17065,2733
11-10-2021,30091,1486
11-10-2021,42003,754957
11-10-2021,6037,6294328
11-10-2021,47067,1990
11-10-2021,26091,48009
11-10-2021,29179,1484
11-10-2021,48425,3683
11-10-2021,23017,35305
11-10-2021,30077,2905
11-10-2021,27095,13752
11-10-2021,47089,25046
11-10-2021,53055,13045
11-10-2021,26063,15711
11-10-2021,31115,181
11-10-2021,46051,3079
11-10-2021,20157,2224
11-10-2021,48335,2815
11-10-2021,29169,29383
11-10-2021,1071,22656
11-10-2021,20101,592
11-10-2021,42059,15921
11-10-2021,47019,20785
11-10-2021,19183,11500
11-10-2021,48463,12956
11-10-2021,40081,12557
11-10-2021,49025,3574
11-10-2021,19005,6705
11-10-2021,12049,10265
11-10-2021,16037,1799
11-10-2021,38089,10266
11-10-2021,48031,5783
11-10-2021,48107,2344
11-10-2021,21179,21464
11-10-2021,5067,5799
11-10-2021,46095,609
11-10-2021,56045,2263
11-10-2021,37111,21773
11-10-2021,46043,1316
11-10-2021,5013,1733
11-10-2021,55129,9246
11-10-2021,36115,36819
11-10-2021,29173,2696
11-10-2021,20191,8968
11-10-2021,55007,11312
11-10-2021,30057,3550
11-10-2021,51580,1866
11-10-2021,27127,7435
11-10-2021,51111,5542
11-10-2021,41003,64089
11-10-2021,18019,65636
11-10-2021,28157,5021
11-10-2021,47183,11566
11-10-2021,36121,18566
11-10-2021,16035,3318
11-10-2021,37007,10124
11-10-2021,45003,72414
11-10-2021,18013,7068
11-10-2021,19071,3278
11-10-2021,1089,202347
11-10-2021,1075,5463
11-10-2021,48101,438
11-10-2021,47143,13023
11-10-2021,17083,11088
11-10-2021,18149,7792
11-10-2021,38073,2853
11-10-2021,41007,24450
11-10-2021,48075,3187
11-10-2021,20027,4199
11-10-2021,37165,14675
11-10-2021,2060,780
11-10-2021,37013,23349
11-10-2021,13189,4134
11-10-2021,51033,11676
11-10-2021,51049,3440
11-10-2021,48483,1885
11-10-2021,48135,64177
11-10-2021,42097,51027
11-10-2021,45009,6503
11-10-2021,48151,1263
11-10-2021,29057,3080
11-10-2021,29047,119904
11-10-2021,13049,1707
11-10-2021,51085,59587
11-10-2021,39039,17099
11-10-2021,54001,1119
11-10-2021,55123,15573
11-10-2021,51173,13337
11-10-2021,13043,2168
11-10-2021,28123,12756
11-10-2021,29081,2569
11-10-2021,5143,117002
11-10-2021,46015,2516
11-10-2021,48169,2959
11-10-2021,31057,571
11-10-2021,33011,239369
11-10-2021,42081,56151
11-10-2021,20199,525
11-10-2021,17063,26285
11-10-2021,28005,4393
11-10-2021,48437,2669
11-10-2021,18015,6418
11-10-2021,21087,4301
11-10-2021,23009,38385
11-10-2021,12131,31922
11-10-2021,53067,172549
11-10-2021,39163,4709
11-10-2021,19187,18956
11-10-2021,17071,2518
11-10-2021,39155,99194
11-10-2021,27083,13163
11-10-2021,44009,89508
11-10-2021,27137,120500
11-10-2021,31071,544
11-10-2021,51167,11556
11-10-2021,48359,676
11-10-2021,13027,4906
11-10-2021,8053,454
11-10-2021,32009,328
11-10-2021,26003,5399
11-10-2021,41023,3069
11-10-2021,42037,37895
11-10-2021,48311,314
11-10-2021,38023,864
11-10-2021,30051,738
11-10-2021,40009,8224
11-10-2021,5075,6869
11-10-2021,13113,40482
11-10-2021,19085,6673
11-10-2021,36001,206137
11-10-2021,54043,3386
11-10-2021,56043,2941
11-10-2021,17003,1555
11-10-2021,47123,18583
11-10-2021,18033,17170
11-10-2021,29137,3504
11-10-2021,13179,25841
11-10-2021,37181,22441
11-10-2021,51163,10046
11-10-2021,56005,12075
11-10-2021,5085,31684
11-10-2021,24033,584066
11-10-2021,37137,6442
11-10-2021,39111,5608
11-10-2021,6067,914666
11-10-2021,48457,7104
11-10-2021,42099,22103
11-10-2021,48001,20734
11-10-2021,45041,68129
11-10-2021,49041,8200
11-10-2021,8021,3582
11-10-2021,29171,1443
11-10-2021,23025,28289
11-10-2021,17181,8553
11-10-2021,49055,1319
11-10-2021,20045,67551
11-10-2021,54079,9722
11-10-2021,1077,38967
11-10-2021,54003,37054
11-10-2021,18137,12437
11-10-2021,13241,4688
11-10-2021,21081,10905
11-10-2021,51043,8403
11-10-2021,40025,623
11-10-2021,21015,73228
11-10-2021,30095,3750
11-10-2021,5053,7610
11-10-2021,48221,27270
11-10-2021,29111,3093
11-10-2021,22127,5717
11-10-2021,39019,10788
11-10-2021,50025,25466
11-10-2021,21133,10580
11-10-2021,37167,23588
11-10-2021,5093,14871
11-10-2021,26131,3764
11-10-2021,54077,10908
11-10-2021,16013,15847
11-10-2021,2016,3181
11-10-2021,48199,19755
11-10-2021,8099,4693
11-10-2021,29013,5770
11-10-2021,45007,74672
11-10-2021,17091,50698
11-10-2021,16063,1860
11-10-2021,13265,340
11-10-2021,38043,730
11-10-2021,42035,15658
11-10-2021,38099,5381
11-10-2021,35041,6246
11-10-2021,12053,96597
11-10-2021,51185,15745
11-10-2021,40129,1186
11-10-2021,21223,3328
11-10-2021,6053,264815
11-10-2021,26143,12714
11-10-2021,45001,8961
11-10-2021,38001,1002
11-10-2021,35019,2733
11-10-2021,27065,6228
11-10-2021,41055,949
11-10-2021,55009,153900
11-10-2021,33019,24825
11-10-2021,40109,458748
11-10-2021,37121,6663
11-10-2021,45091,121020
11-10-2021,54089,2271
11-10-2021,13301,961
11-10-2021,8119,12649
11-10-2021,29033,3964
11-10-2021,19137,5123
11-10-2021,28097,5004
11-10-2021,47015,4271
11-10-2021,35039,26983
11-10-2021,13187,3923
11-10-2021,12029,5285
11-10-2021,23019,98054
11-10-2021,17105,16633
11-10-2021,47173,6384
11-10-2021,37025,106847
11-10-2021,40139,7835
11-10-2021,32029,778
11-10-2021,48041,106984
11-10-2021,6005,19918
11-10-2021,5107,7964
11-10-2021,48355,186201
11-10-2021,18077,16657
11-10-2021,39113,268857
11-10-2021,49005,63238
11-10-2021,1063,3689
11-10-2021,1031,18512
11-10-2021,46079,5683
11-10-2021,29175,8366
11-10-2021,48131,6119
11-10-2021,48259,26651
11-10-2021,31157,13075
11-10-2021,1023,7468
11-10-2021,37177,1796
11-10-2021,17035,3870
11-10-2021,4025,97419
11-10-2021,12047,4760
11-10-2021,9009,597838
11-10-2021,26049,187307
11-10-2021,18007,3412
11-10-2021,28003,13003
11-10-2021,29153,2624
11-10-2021,26065,154492
11-10-2021,28083,15860
11-10-2021,13287,1774
11-10-2021,39101,28396
11-10-2021,28037,3347
11-10-2021,20209,81732
11-10-2021,4023,42618
11-10-2021,21135,4558
11-10-2021,50027,25023
11-10-2021,29141,7135
11-10-2021,36083,101509
11-10-2021,13213,6644
11-10-2021,45063,147483
11-10-2021,29005,2657
11-10-2021,38033,481
11-10-2021,19145,7384
11-10-2021,13135,296210
11-10-2021,5061,6619
11-10-2021,28115,12267
11-10-2021,8085,18429
11-10-2021,29087,1682
11-10-2021,17163,110646
11-10-2021,13247,17519
11-10-2021,48431,457
11-10-2021,47063,25263
11-10-2021,51169,11142
11-10-2021,13057,79395
11-10-2021,13169,7189
11-10-2021,48343,4786
11-10-2021,36085,304219
11-10-2021,50005,9787
11-10-2021,53049,11407
11-10-2021,54067,7447
11-10-2021,30099,2306
11-10-2021,30033,228
11-10-2021,5083,9124
11-10-2021,26093,107918
11-10-2021,19031,10279
11-10-2021,1129,6920
11-10-2021,31027,3203
11-10-2021,40101,31059
11-10-2021,48073,18489
11-10-2021,48351,3156
11-10-2021,27061,23451
11-10-2021,8055,3441
11-10-2021,53077,137337
11-10-2021,49033,1048
11-10-2021,36119,685501
11-10-2021,48145,6951
11-10-2021,42025,37580
11-10-2021,16015,2283
11-10-2021,31117,64
11-10-2021,51105,10854
11-10-2021,8015,11994
11-10-2021,32033,4598
11-10-2021,39067,5906
11-10-2021,20155,28500
11-10-2021,23023,25457
11-10-2021,20033,729
11-10-2021,19113,136921
11-10-2021,51089,18873
11-10-2021,13273,2333
11-10-2021,26027,20458
11-10-2021,51025,7618
11-10-2021,48251,72352
11-10-2021,40055,1911
11-10-2021,40097,15989
11-10-2021,48443,388
11-10-2021,56009,4124
11-10-2021,54091,748
11-10-2021,12041,6194
11-10-2021,12015,113610
11-10-2021,21119,6550
11-10-2021,37033,10373
11-10-2021,27085,18730
11-10-2021,28053,4212
11-10-2021,13271,2925
11-10-2021,21007,2681
11-10-2021,20023,1093
11-10-2021,41065,16023
11-10-2021,12071,436976
11-10-2021,51735,5343
11-10-2021,36101,51289
11-10-2021,50013,5234
11-10-2021,24013,111829
11-10-2021,51191,28392
11-10-2021,47079,13951
11-10-2021,19133,4311
11-10-2021,51047,22910
11-10-2021,29105,12146
11-10-2021,39171,15054
11-10-2021,27045,13169
11-10-2021,46087,2792
11-10-2021,5141,6490
11-10-2021,1115,31837
11-10-2021,4013,2267382
11-10-2021,19171,9692
11-10-2021,27103,19391
11-10-2021,6015,10523
11-10-2021,26115,77816
11-10-2021,38007,184
11-10-2021,13171,2797
11-10-2021,13185,31899
11-10-2021,39141,35289
11-10-2021,48469,41045
11-10-2021,5123,11328
11-10-2021,1051,31797
11-10-2021,8067,36406
11-10-2021,19093,3125
11-10-2021,38017,94204
11-10-2021,31109,192337
11-10-2021,53009,48829
11-10-2021,48103,1555
11-10-2021,19029,6915
11-10-2021,34013,495380
11-10-2021,21225,5350
11-10-2021,48501,3187
11-10-2021,13059,30758
11-10-2021,13275,10994
11-10-2021,38009,2835
11-10-2021,45057,39533
11-10-2021,46005,8077
11-10-2021,39175,9444
11-10-2021,54009,4778
11-10-2021,55015,25500
11-10-2021,21055,3313
11-10-2021,51087,172361
11-10-2021,36097,10251
11-10-2021,41027,17704
11-10-2021,25015,95749
11-10-2021,36107,26497
11-10-2021,48173,541
11-10-2021,45065,5269
11-10-2021,27075,6523
11-10-2021,13019,3633
11-10-2021,53071,35163
11-10-2021,26133,9172
11-10-2021,17195,29515
11-10-2021,48409,33422
11-10-2021,30073,2879
11-10-2021,47169,3731
11-10-2021,5131,56841
11-10-2021,8014,51017
11-10-2021,12101,293080
11-10-2021,29221,7053
11-10-2021,28133,12100
11-10-2021,48391,3448
11-10-2021,12035,66882
11-10-2021,48157,514784
11-10-2021,42017,412145
11-10-2021,39031,12940
11-10-2021,31065,1870
11-10-2021,18083,16932
11-10-2021,6113,135013
11-10-2021,13095,21923
11-10-2021,34017,453282
11-10-2021,49007,8658
11-10-2021,37001,88500
11-10-2021,21145,33029
11-10-2021,17199,33727
11-10-2021,30043,5513
11-10-2021,20031,3966
11-10-2021,26099,460805
11-10-2021,39077,25234
11-10-2021,38035,35350
11-10-2021,19047,8322
11-10-2021,21173,11726
11-10-2021,8093,8257
11-10-2021,48449,11129
11-10-2021,28121,73352
11-10-2021,19135,3276
