Date,fips,vaccine
11-27-2021,1083,33360
11-27-2021,17187,7698
11-27-2021,23015,25695
11-27-2021,12035,67621
11-27-2021,27097,14735
11-27-2021,31009,113
11-27-2021,19097,9592
11-27-2021,20185,1759
11-27-2021,45079,232109
11-27-2021,5099,3297
11-27-2021,48383,1428
11-27-2021,42015,23161
11-27-2021,21023,3586
11-27-2021,27131,38759
11-27-2021,8059,413977
11-27-2021,29043,37660
11-27-2021,17039,7621
11-27-2021,46137,700
11-27-2021,34009,62343
11-27-2021,20017,1110
11-27-2021,20023,1109
11-27-2021,53073,150435
11-27-2021,13123,4552
11-27-2021,16079,5024
11-27-2021,20055,14736
11-27-2021,37087,32859
11-27-2021,28111,4079
11-27-2021,18033,17301
11-27-2021,21239,16037
11-27-2021,29025,3265
11-27-2021,38037,472
11-27-2021,48379,4252
11-27-2021,6103,24345
11-27-2021,1005,9969
11-27-2021,17139,5867
11-27-2021,48487,6135
11-27-2021,48195,2148
11-27-2021,48183,51312
11-27-2021,6037,6393997
11-27-2021,17161,78492
11-27-2021,30021,3069
11-27-2021,16007,2477
11-27-2021,18139,7284
11-27-2021,5085,31941
11-27-2021,39055,52812
11-27-2021,48331,10321
11-27-2021,12067,3106
11-27-2021,48355,188436
11-27-2021,48297,4795
11-27-2021,28145,10545
11-27-2021,50001,23583
11-27-2021,20001,5118
11-27-2021,22101,20506
11-27-2021,48463,13100
11-27-2021,8103,2257
11-27-2021,39099,119260
11-27-2021,53037,23955
11-27-2021,28079,9914
11-27-2021,28115,12410
11-27-2021,53027,40679
11-27-2021,29195,9889
11-27-2021,17177,24675
11-27-2021,6047,127731
11-27-2021,26031,13332
11-27-2021,48459,13116
11-27-2021,20025,863
11-27-2021,31137,3254
11-27-2021,12085,95342
11-27-2021,19141,6546
11-27-2021,39139,48818
11-27-2021,46045,1625
11-27-2021,4021,221373
11-27-2021,18127,89882
11-27-2021,53021,44378
11-27-2021,42053,4892
11-27-2021,48269,57
11-27-2021,55109,40717
11-27-2021,37027,35733
11-27-2021,42079,178561
11-27-2021,19031,10362
11-27-2021,21149,4330
11-27-2021,48145,7069
11-27-2021,12095,875920
11-27-2021,20191,9139
11-27-2021,37175,17466
11-27-2021,48411,2063
11-27-2021,38081,2150
11-27-2021,47043,23920
11-27-2021,36081,1706696
11-27-2021,17089,318154
11-27-2021,21129,3414
11-27-2021,22079,58819
11-27-2021,48353,5736
11-27-2021,17011,17224
11-27-2021,55017,33946
11-27-2021,48159,3588
11-27-2021,55059,91178
11-27-2021,48415,7235
11-27-2021,40121,18044
11-27-2021,5053,7716
11-27-2021,39045,81703
11-27-2021,37073,5449
11-27-2021,19185,2505
11-27-2021,8037,41216
11-27-2021,4012,9272
11-27-2021,51005,5580
11-27-2021,6015,10694
11-27-2021,29031,35576
11-27-2021,45091,123019
11-27-2021,42007,73304
11-27-2021,39097,20820
11-27-2021,55123,15687
11-27-2021,8119,12766
11-27-2021,20003,3133
11-27-2021,12045,6523
11-27-2021,31145,3662
11-27-2021,41015,11905
11-27-2021,50003,13793
11-27-2021,37055,25560
11-27-2021,37077,34313
11-27-2021,39123,23193
11-27-2021,38023,869
11-27-2021,46057,2556
11-27-2021,1107,8957
11-27-2021,18071,21634
11-27-2021,46039,1874
11-27-2021,42073,40920
11-27-2021,30001,4785
11-27-2021,42021,65004
11-27-2021,29203,2326
11-27-2021,51085,59880
11-27-2021,4001,54271
11-27-2021,18167,50074
11-27-2021,31129,1927
11-27-2021,1087,7801
11-27-2021,19017,13880
11-27-2021,26035,13489
11-27-2021,5139,17032
11-27-2021,19087,9946
11-27-2021,55001,10574
11-27-2021,42115,16906
11-27-2021,2150,7617
11-27-2021,21103,7936
11-27-2021,51750,6307
11-27-2021,29065,4541
11-27-2021,17125,6635
11-27-2021,54087,732
11-27-2021,40001,6825
11-27-2021,11001,430905
11-27-2021,34027,348822
11-27-2021,36085,309603
11-27-2021,26009,12804
11-27-2021,27143,6588
11-27-2021,41057,16482
11-27-2021,13157,18674
11-27-2021,38085,1712
11-27-2021,51073,20764
11-27-2021,23021,9704
11-27-2021,22109,45629
11-27-2021,13059,31202
11-27-2021,18133,14938
11-27-2021,20139,7467
11-27-2021,38059,12528
11-27-2021,48121,495215
11-27-2021,5135,6243
11-27-2021,27013,37416
11-27-2021,49043,32734
11-27-2021,19059,9362
11-27-2021,22085,8238
11-27-2021,38097,3683
11-27-2021,28137,11533
11-27-2021,55021,35193
11-27-2021,18055,12191
11-27-2021,21047,21838
11-27-2021,40113,14890
11-27-2021,48063,4702
11-27-2021,23023,25777
11-27-2021,35057,6781
11-27-2021,54049,5210
11-27-2021,2188,3999
11-27-2021,13253,1511
11-27-2021,33003,32650
11-27-2021,41011,34632
11-27-2021,5129,2862
11-27-2021,19039,4726
11-27-2021,5131,57522
11-27-2021,18159,6429
11-27-2021,40051,19348
11-27-2021,48105,1467
11-27-2021,42095,170581
11-27-2021,48281,9180
11-27-2021,33017,75447
11-27-2021,40147,20219
11-27-2021,29141,7194
11-27-2021,48469,41555
11-27-2021,31089,3926
11-27-2021,37141,29441
11-27-2021,2261,4974
11-27-2021,5147,3331
11-27-2021,37047,22441
11-27-2021,47039,4145
11-27-2021,31109,193659
11-27-2021,34031,312971
11-27-2021,48323,44066
11-27-2021,27121,5835
11-27-2021,29033,4008
11-27-2021,36065,130279
11-27-2021,37191,57273
11-27-2021,19115,5363
11-27-2021,16029,2453
11-27-2021,20141,1349
11-27-2021,48047,3952
11-27-2021,12101,296691
11-27-2021,51680,24972
11-27-2021,18107,16323
11-27-2021,26131,3794
11-27-2021,17115,50631
11-27-2021,55127,51267
11-27-2021,17083,11195
11-27-2021,41071,62265
11-27-2021,42125,111962
11-27-2021,13133,7534
11-27-2021,48333,1988
11-27-2021,28083,16024
11-27-2021,46067,3681
11-27-2021,30073,2932
11-27-2021,35043,95074
11-27-2021,20021,8404
11-27-2021,21183,8777
11-27-2021,37169,19551
11-27-2021,31003,2194
11-27-2021,21019,20323
11-27-2021,17051,7021
11-27-2021,54003,37555
11-27-2021,13015,18640
11-27-2021,48153,2396
11-27-2021,26039,6782
11-27-2021,18145,23957
11-27-2021,26011,7196
11-27-2021,47019,21050
11-27-2021,51195,16046
11-27-2021,22087,20552
11-27-2021,41031,13996
11-27-2021,6115,36189
11-27-2021,5029,10268
11-27-2021,26073,29012
11-27-2021,17029,21294
11-27-2021,27019,62737
11-27-2021,50011,16356
11-27-2021,8079,585
11-27-2021,4013,2299685
11-27-2021,42113,2671
11-27-2021,27033,5790
11-27-2021,36019,53501
11-27-2021,5059,13367
11-27-2021,46115,3113
11-27-2021,56013,22559
11-27-2021,26133,9257
11-27-2021,51043,8478
11-27-2021,22091,2852
11-27-2021,46023,4483
11-27-2021,21155,8825
11-27-2021,1019,7722
11-27-2021,29081,2607
11-27-2021,13105,3925
11-27-2021,48199,20024
11-27-2021,27113,6934
11-27-2021,47143,13225
11-27-2021,17143,99611
11-27-2021,28049,122496
11-27-2021,28155,4356
11-27-2021,20033,740
11-27-2021,6071,1106672
11-27-2021,42061,20744
11-27-2021,45055,35103
11-27-2021,45071,18743
11-27-2021,48371,8318
11-27-2021,36061,1229258
11-27-2021,47067,2015
11-27-2021,31149,456
11-27-2021,28061,7483
11-27-2021,48339,298501
11-27-2021,51510,91298
11-27-2021,55099,7686
11-27-2021,29143,5294
11-27-2021,28067,26877
11-27-2021,29075,2650
11-27-2021,55063,73893
11-27-2021,48229,2887
11-27-2021,5057,7631
11-27-2021,45065,5295
11-27-2021,28033,89589
11-27-2021,1123,14521
11-27-2021,35047,16792
11-27-2021,40045,1263
11-27-2021,55071,43954
11-27-2021,27105,11922
11-27-2021,54037,18454
11-27-2021,49041,8357
11-27-2021,2164,837
11-27-2021,40073,6944
11-27-2021,6053,268841
11-27-2021,20209,82818
11-27-2021,1025,11115
11-27-2021,47097,8896
11-27-2021,31105,1190
11-27-2021,31029,1188
11-27-2021,26071,5920
11-27-2021,26061,17438
11-27-2021,20101,605
11-27-2021,1075,5542
11-27-2021,12103,586594
11-27-2021,18135,10365
11-27-2021,6023,80780
11-27-2021,51025,7668
11-27-2021,47103,13407
11-27-2021,25009,523678
11-27-2021,13013,16979
11-27-2021,47135,3051
11-27-2021,39135,16206
11-27-2021,51760,94616
11-27-2021,49015,4083
11-27-2021,10005,143226
11-27-2021,5079,4182
11-27-2021,18153,9585
11-27-2021,37119,623627
11-27-2021,28095,16511
11-27-2021,21221,6413
11-27-2021,37019,81409
11-27-2021,23005,233254
11-27-2021,19187,19142
11-27-2021,23007,17666
11-27-2021,48249,20034
11-27-2021,19085,6741
11-27-2021,37045,44371
11-27-2021,55033,20333
11-27-2021,26145,93644
11-27-2021,21007,2737
11-27-2021,40077,3178
11-27-2021,20027,4263
11-27-2021,21163,9851
11-27-2021,48007,12331
11-27-2021,38077,7661
11-27-2021,46009,3689
11-27-2021,48083,2818
11-27-2021,5025,3869
11-27-2021,27155,1903
11-27-2021,29221,7181
11-27-2021,29015,8644
11-27-2021,26067,28129
11-27-2021,21143,4517
11-27-2021,12039,24532
11-27-2021,13289,1188
11-27-2021,21025,6008
11-27-2021,26155,32603
11-27-2021,28001,15229
11-27-2021,48201,2703249
11-27-2021,17173,8339
11-27-2021,47133,7395
11-27-2021,51013,163858
11-27-2021,6083,282098
11-27-2021,30037,343
11-27-2021,1037,3950
11-27-2021,29057,3108
11-27-2021,27063,4669
11-27-2021,30109,255
11-27-2021,21101,20877
11-27-2021,21013,11079
11-27-2021,54031,3406
11-27-2021,53057,79295
11-27-2021,48141,583066
11-27-2021,24011,17478
11-27-2021,37029,5715
11-27-2021,55023,8648
11-27-2021,17201,148093
11-27-2021,20093,1848
11-27-2021,17193,6186
11-27-2021,39107,14590
11-27-2021,46099,114286
11-27-2021,39025,107277
11-27-2021,36041,3503
11-27-2021,20169,24825
11-27-2021,8113,6201
11-27-2021,42087,20310
11-27-2021,48457,7213
11-27-2021,1071,23139
11-27-2021,26089,17036
11-27-2021,5001,9022
11-27-2021,5043,8034
11-27-2021,29005,2674
11-27-2021,20115,5361
11-27-2021,46063,230
11-27-2021,48493,24472
11-27-2021,1127,27733
11-27-2021,49023,3948
11-27-2021,39075,7426
11-27-2021,36029,581949
11-27-2021,8081,5255
11-27-2021,20071,595
11-27-2021,12069,224344
11-27-2021,50017,13718
11-27-2021,24031,826601
11-27-2021,45033,12617
11-27-2021,42083,14666
11-27-2021,23013,30386
11-27-2021,26135,3280
11-27-2021,51187,14302
11-27-2021,27173,5164
11-27-2021,39049,759928
11-27-2021,28119,3271
11-27-2021,45051,185564
11-27-2021,22075,13072
11-27-2021,21225,5413
11-27-2021,28027,10273
11-27-2021,45073,33533
11-27-2021,45081,5801
11-27-2021,28121,74046
11-27-2021,48433,518
11-27-2021,20083,760
11-27-2021,48051,8328
11-27-2021,27027,33848
11-27-2021,48279,4974
11-27-2021,53065,16570
11-27-2021,10003,338877
11-27-2021,17117,22859
11-27-2021,20099,8965
11-27-2021,48209,128057
11-27-2021,20135,1342
11-27-2021,47165,84099
11-27-2021,30055,284
11-27-2021,21179,21773
11-27-2021,36107,26796
11-27-2021,8121,1384
11-27-2021,48381,58379
11-27-2021,51570,6256
11-27-2021,46005,8238
11-27-2021,40153,7108
11-27-2021,51041,183802
11-27-2021,6043,0
11-27-2021,12027,15908
11-27-2021,40027,138549
11-27-2021,18115,4145
11-27-2021,51111,5596
11-27-2021,8069,221715
11-27-2021,51800,43549
11-27-2021,48203,24407
11-27-2021,8053,473
11-27-2021,51141,6574
11-27-2021,5061,6676
11-27-2021,40151,3361
11-27-2021,37075,3898
11-27-2021,37127,49855
11-27-2021,40149,3950
11-27-2021,17067,7896
11-27-2021,1049,22045
11-27-2021,12073,153040
11-27-2021,36063,127975
11-27-2021,13117,57759
11-27-2021,5075,6998
11-27-2021,42085,52227
11-27-2021,21099,6226
11-27-2021,40019,19267
11-27-2021,16073,3484
11-27-2021,21107,21105
11-27-2021,8001,314302
11-27-2021,47141,38078
11-27-2021,51135,6383
11-27-2021,29175,8516
11-27-2021,37101,98179
11-27-2021,28159,7979
11-27-2021,38047,595
11-27-2021,56007,6015
11-27-2021,29085,3452
11-27-2021,13201,1340
11-27-2021,47177,15671
11-27-2021,48097,14363
11-27-2021,1097,185343
11-27-2021,47025,13172
11-27-2021,25011,43127
11-27-2021,46091,2403
11-27-2021,27149,5166
11-27-2021,37165,14989
11-27-2021,55131,72207
11-27-2021,54057,9336
11-27-2021,49049,304975
11-27-2021,21175,5987
11-27-2021,36021,40835
11-27-2021,17013,2019
11-27-2021,46127,7436
11-27-2021,28097,5046
11-27-2021,37149,8549
11-27-2021,49057,137025
11-27-2021,47187,143482
11-27-2021,49017,2614
11-27-2021,26025,64386
11-27-2021,5103,11742
11-27-2021,47105,32269
11-27-2021,30015,1660
11-27-2021,8097,13306
11-27-2021,48165,4316
11-27-2021,19075,7081
11-27-2021,22025,3546
11-27-2021,16017,17433
11-27-2021,49021,22101
11-27-2021,12125,5092
11-27-2021,48125,686
11-27-2021,26149,25608
11-27-2021,54107,33478
11-27-2021,19069,5032
11-27-2021,29037,49385
11-27-2021,56043,3010
11-27-2021,37147,87655
11-27-2021,6113,136519
11-27-2021,29227,756
11-27-2021,5011,5622
11-27-2021,21131,4777
11-27-2021,17027,19795
11-27-2021,13093,2576
11-27-2021,6105,0
11-27-2021,37061,22498
11-27-2021,8123,176190
11-27-2021,48359,689
11-27-2021,21177,14508
11-27-2021,22119,15227
11-27-2021,35045,79531
11-27-2021,26143,12800
11-27-2021,18001,11106
11-27-2021,48139,89866
11-27-2021,26103,40267
11-27-2021,19073,4804
11-27-2021,48155,463
11-27-2021,26033,24294
11-27-2021,1027,5212
11-27-2021,20183,1507
11-27-2021,41055,967
11-27-2021,47015,4327
11-27-2021,42107,73832
11-27-2021,28129,4939
11-27-2021,28163,13322
11-27-2021,5121,6654
11-27-2021,46061,1329
11-27-2021,41001,10857
11-27-2021,22071,246486
11-27-2021,37199,8479
11-27-2021,28131,7652
11-27-2021,13213,6774
11-27-2021,53077,139599
11-27-2021,20065,1673
11-27-2021,39151,184253
11-27-2021,22095,22886
11-27-2021,50015,14181
11-27-2021,31023,3752
11-27-2021,45019,243598
11-27-2021,13049,1754
11-27-2021,46077,3036
11-27-2021,9013,93039
11-27-2021,15007,0
11-27-2021,8029,13769
11-27-2021,39019,10915
11-27-2021,16071,1720
11-27-2021,47059,29989
11-27-2021,40115,11074
11-27-2021,12043,4279
11-27-2021,5015,12183
11-27-2021,27073,3582
11-27-2021,16051,10328
11-27-2021,13219,11427
11-27-2021,19119,4460
11-27-2021,9003,613572
11-27-2021,24043,80663
11-27-2021,22107,2512
11-27-2021,36095,16324
11-27-2021,31115,186
11-27-2021,51109,15258
11-27-2021,45043,31838
11-27-2021,55091,3361
11-27-2021,22023,1177
11-27-2021,21003,7764
11-27-2021,49033,1086
11-27-2021,49005,64205
11-27-2021,46123,2282
11-27-2021,47149,161891
11-27-2021,18131,5183
11-27-2021,21219,4740
11-27-2021,28035,28530
11-27-2021,45063,149230
11-27-2021,13321,3698
11-27-2021,31169,2205
11-27-2021,49051,18009
11-27-2021,26113,6725
11-27-2021,30005,5012
11-27-2021,31037,4447
11-27-2021,47123,18821
11-27-2021,5067,5902
11-27-2021,26157,22526
11-27-2021,53015,60087
11-27-2021,51740,80433
11-27-2021,6079,154850
11-27-2021,40067,2320
11-27-2021,13249,1012
11-27-2021,17053,6659
11-27-2021,31011,2406
11-27-2021,48321,15666
11-27-2021,6075,670131
11-27-2021,48239,6036
11-27-2021,6111,546597
11-27-2021,5005,18476
11-27-2021,36057,30218
11-27-2021,55065,9236
11-27-2021,30033,229
11-27-2021,30011,361
11-27-2021,42133,230299
11-27-2021,51033,11712
11-27-2021,48003,7574
11-27-2021,40059,1533
11-27-2021,37197,17219
11-27-2021,38067,3485
11-27-2021,8047,3395
11-27-2021,19125,16360
11-27-2021,38083,460
11-27-2021,55009,155232
11-27-2021,20091,402107
11-27-2021,48489,12374
11-27-2021,16015,2377
11-27-2021,13227,5168
11-27-2021,37085,48223
11-27-2021,47001,39569
11-27-2021,26051,11508
11-27-2021,47115,12085
11-27-2021,27117,4592
11-27-2021,39109,46825
11-27-2021,55049,15032
11-27-2021,16041,5161
11-27-2021,45061,6376
11-27-2021,13225,4388
11-27-2021,48345,304
11-27-2021,40069,4240
11-27-2021,29121,5648
11-27-2021,19169,56037
11-27-2021,6017,110937
11-27-2021,13167,1581
11-27-2021,21061,3923
11-27-2021,18173,36863
11-27-2021,51550,103210
11-27-2021,6063,0
11-27-2021,27077,1947
11-27-2021,50013,5272
11-27-2021,54099,12248
11-27-2021,20123,2987
11-27-2021,38021,2384
11-27-2021,6049,0
11-27-2021,22031,10773
11-27-2021,53003,8702
11-27-2021,46041,3495
11-27-2021,40139,7956
11-27-2021,36119,692089
11-27-2021,20107,3194
11-27-2021,20179,837
11-27-2021,36105,41497
11-27-2021,38061,3766
11-27-2021,35033,2693
11-27-2021,42123,16780
11-27-2021,31005,82
11-27-2021,48149,11690
11-27-2021,53041,38073
11-27-2021,26153,4290
11-27-2021,45077,54620
11-27-2021,45001,9040
11-27-2021,13147,7275
11-27-2021,6091,0
11-27-2021,8035,232012
11-27-2021,30107,697
11-27-2021,42057,4626
11-27-2021,2105,1436
11-27-2021,27139,92960
11-27-2021,20199,532
11-27-2021,5123,11487
11-27-2021,48425,3777
11-27-2021,16055,66067
11-27-2021,27059,15743
11-27-2021,47073,23426
11-27-2021,29101,20204
11-27-2021,31171,170
11-27-2021,29171,1458
11-27-2021,17097,480416
11-27-2021,18141,146956
11-27-2021,17163,147794
11-27-2021,16005,38000
11-27-2021,13261,11779
11-27-2021,40075,4175
11-27-2021,13223,35411
11-27-2021,20081,1398
11-27-2021,20119,1490
11-27-2021,21001,6846
11-27-2021,19127,23486
11-27-2021,21031,5335
11-27-2021,48507,5631
11-27-2021,53011,286827
11-27-2021,5137,4253
11-27-2021,48445,4852
11-27-2021,13071,9798
11-27-2021,48095,1234
11-27-2021,16081,6620
11-27-2021,19105,11311
11-27-2021,13285,15619
11-27-2021,2180,6219
11-27-2021,21157,15589
11-27-2021,25005,333107
11-27-2021,48013,23371
11-27-2021,4011,3693
11-27-2021,36097,10327
11-27-2021,55061,9851
11-27-2021,6089,81469
11-27-2021,27091,10189
11-27-2021,29093,3627
11-27-2021,19179,16014
11-27-2021,13075,6237
11-27-2021,29133,5344
11-27-2021,17069,1433
11-27-2021,21051,8083
11-27-2021,54075,1984
11-27-2021,21173,11867
11-27-2021,13175,12225
11-27-2021,40109,464858
11-27-2021,19021,12186
11-27-2021,12019,99539
11-27-2021,30003,10354
11-27-2021,21187,3739
11-27-2021,39087,24358
11-27-2021,5055,17981
11-27-2021,42119,22821
11-27-2021,34007,308212
11-27-2021,1055,38826
11-27-2021,21053,3796
11-27-2021,29111,3126
11-27-2021,26093,108694
11-27-2021,45083,128647
11-27-2021,33019,25203
11-27-2021,53043,5427
11-27-2021,48127,5872
11-27-2021,13005,1527
11-27-2021,13247,17932
11-27-2021,28023,8230
11-27-2021,29147,9941
11-27-2021,28127,10974
11-27-2021,36111,117609
11-27-2021,13193,2687
11-27-2021,48293,7969
11-27-2021,53071,35513
11-27-2021,27089,4361
11-27-2021,49025,3630
11-27-2021,56011,2039
11-27-2021,45047,31767
11-27-2021,51173,13480
11-27-2021,39047,11343
11-27-2021,6055,95296
11-27-2021,37067,212898
11-27-2021,26141,7183
11-27-2021,30067,8930
11-27-2021,54089,2322
11-27-2021,18155,3120
11-27-2021,35009,22140
11-27-2021,13265,358
11-27-2021,36045,70436
11-27-2021,29083,9177
11-27-2021,46017,998
11-27-2021,18183,15105
11-27-2021,37167,24062
11-27-2021,6031,61750
11-27-2021,13089,252346
11-27-2021,24045,52345
11-27-2021,51059,809070
11-27-2021,16043,4982
11-27-2021,27151,4904
11-27-2021,19055,8554
11-27-2021,29127,11045
11-27-2021,39067,5972
11-27-2021,47093,260312
11-27-2021,48451,56888
11-27-2021,54019,11380
11-27-2021,18129,11312
11-27-2021,17109,13437
11-27-2021,56025,32064
11-27-2021,46119,576
11-27-2021,54005,6609
11-27-2021,47183,11750
11-27-2021,38015,41715
11-27-2021,47065,192384
11-27-2021,48437,2749
11-27-2021,22127,5793
11-27-2021,26037,42214
11-27-2021,46102,8739
11-27-2021,40015,16733
11-27-2021,32005,23547
11-27-2021,51051,6165
11-27-2021,37021,157078
11-27-2021,29137,3529
11-27-2021,38031,1653
11-27-2021,2275,1368
11-27-2021,20187,927
11-27-2021,55075,19891
11-27-2021,12129,14114
11-27-2021,53039,9988
11-27-2021,53001,10622
11-27-2021,51181,3287
11-27-2021,31165,270
11-27-2021,15005,0
11-27-2021,38039,983
11-27-2021,48117,7242
11-27-2021,41069,704
11-27-2021,19197,6671
11-27-2021,26013,4626
11-27-2021,39073,12507
11-27-2021,20207,1240
11-27-2021,13165,2012
11-27-2021,30103,306
11-27-2021,17189,7452
11-27-2021,27165,5750
11-27-2021,41035,32279
11-27-2021,29510,155480
11-27-2021,6065,1291375
11-27-2021,38051,1016
11-27-2021,31163,1126
11-27-2021,51191,28660
11-27-2021,49019,5907
11-27-2021,31153,107519
11-27-2021,48427,42196
11-27-2021,51660,19834
11-27-2021,40143,363067
11-27-2021,13311,3866
11-27-2021,37037,38415
11-27-2021,8055,3477
11-27-2021,21237,3546
11-27-2021,36067,310195
11-27-2021,48341,8516
11-27-2021,31053,17714
11-27-2021,53061,519322
11-27-2021,29013,5838
11-27-2021,51036,3251
11-27-2021,48477,16822
11-27-2021,48015,13106
11-27-2021,13143,4717
11-27-2021,39115,5594
11-27-2021,29183,224723
11-27-2021,13109,2350
11-27-2021,37015,8784
11-27-2021,55137,10135
11-27-2021,17073,26792
11-27-2021,47089,25373
11-27-2021,42081,51018
11-27-2021,1085,4275
11-27-2021,41061,12224
11-27-2021,22037,7123
11-27-2021,4007,28948
11-27-2021,48123,8505
11-27-2021,33009,62530
11-27-2021,16023,1101
11-27-2021,19181,28105
11-27-2021,21215,5062
11-27-2021,53023,820
11-27-2021,33015,192025
11-27-2021,27135,7289
11-27-2021,30029,40166
11-27-2021,49031,534
11-27-2021,13069,12284
11-27-2021,5101,2414
11-27-2021,54101,2534
11-27-2021,35053,10327
11-27-2021,6005,20279
11-27-2021,39163,4752
11-27-2021,18063,112953
11-27-2021,30009,4781
11-27-2021,46081,13258
11-27-2021,54011,20731
11-27-2021,20153,1001
11-27-2021,48387,4624
11-27-2021,39159,32939
11-27-2021,51147,6953
11-27-2021,24017,98810
11-27-2021,40129,1205
11-27-2021,1043,29821
11-27-2021,2282,412
11-27-2021,8015,12145
11-27-2021,48109,1065
11-27-2021,48423,97543
11-27-2021,17077,27302
11-27-2021,31043,11631
11-27-2021,51093,17109
11-27-2021,12086,2106633
11-27-2021,41041,33042
11-27-2021,16009,4179
11-27-2021,18037,22740
11-27-2021,28043,10083
11-27-2021,28101,10144
11-27-2021,19149,12219
11-27-2021,12053,97684
11-27-2021,13243,1350
11-27-2021,20189,1811
11-27-2021,8089,8071
11-27-2021,6021,13982
11-27-2021,8115,1079
11-27-2021,39053,12316
11-27-2021,27083,13276
11-27-2021,48311,317
11-27-2021,6059,2049821
11-27-2021,46007,1618
11-27-2021,38055,3898
11-27-2021,20059,11947
11-27-2021,45045,261080
11-27-2021,51169,11269
11-27-2021,18085,30142
11-27-2021,29103,1480
11-27-2021,17149,5871
11-27-2021,37155,49409
11-27-2021,21209,28688
11-27-2021,13081,4415
11-27-2021,31127,3198
11-27-2021,47033,6296
11-27-2021,20053,3090
11-27-2021,48237,3285
11-27-2021,55135,25502
11-27-2021,56009,4199
11-27-2021,48053,23150
11-27-2021,40111,15201
11-27-2021,8065,4461
11-27-2021,40117,7438
11-27-2021,29001,10570
11-27-2021,6033,34911
11-27-2021,21199,26840
11-27-2021,45003,73497
11-27-2021,1059,12613
11-27-2021,17005,8198
11-27-2021,28077,6375
11-27-2021,2220,5941
11-27-2021,27001,8798
11-27-2021,22041,6815
11-27-2021,19153,298040
11-27-2021,33005,44219
11-27-2021,38035,35739
11-27-2021,21093,60519
11-27-2021,21213,8651
11-27-2021,48473,20789
11-27-2021,31027,3227
11-27-2021,47029,16655
11-27-2021,13087,10463
11-27-2021,38087,77
11-27-2021,40033,2582
11-27-2021,29059,5549
11-27-2021,8049,9156
11-27-2021,21133,10698
11-27-2021,4019,639477
11-27-2021,35039,27374
11-27-2021,13099,2196
11-27-2021,36037,31696
11-27-2021,37121,6772
11-27-2021,17047,2306
11-27-2021,47145,22257
11-27-2021,28153,7190
11-27-2021,48351,3185
11-27-2021,46105,873
11-27-2021,53013,1753
11-27-2021,48169,3006
11-27-2021,30095,3798
11-27-2021,19003,1832
11-27-2021,47113,49348
11-27-2021,29177,8472
11-27-2021,12081,229988
11-27-2021,32019,21907
11-27-2021,37107,27686
11-27-2021,6045,53323
11-27-2021,45037,14953
11-27-2021,39093,178095
11-27-2021,27093,10111
11-27-2021,48405,3094
11-27-2021,23019,99129
11-27-2021,39041,140277
11-27-2021,53033,1639607
11-27-2021,41059,39508
11-27-2021,17145,9509
11-27-2021,26017,55095
11-27-2021,20097,1164
11-27-2021,31067,8598
11-27-2021,51037,4415
11-27-2021,19139,23614
11-27-2021,48041,108025
11-27-2021,48043,4772
11-27-2021,48049,14199
11-27-2021,6093,21498
11-27-2021,39161,11240
11-27-2021,5107,8076
11-27-2021,12047,4806
11-27-2021,23027,25888
11-27-2021,37013,23768
11-27-2021,17123,6021
11-27-2021,39173,73922
11-27-2021,1099,8337
11-27-2021,4025,99582
11-27-2021,13119,3616
11-27-2021,42067,8954
11-27-2021,28085,12147
11-27-2021,55077,7710
11-27-2021,5125,54929
11-27-2021,8031,497583
11-27-2021,35055,24742
11-27-2021,51011,5099
11-27-2021,19165,6336
11-27-2021,35006,16604
11-27-2021,47109,11351
11-27-2021,40041,14846
11-27-2021,1073,345028
11-27-2021,47095,2268
11-27-2021,38033,485
11-27-2021,5013,1770
11-27-2021,31045,3012
11-27-2021,36053,40020
11-27-2021,48443,392
11-27-2021,56035,3017
11-27-2021,48481,18583
11-27-2021,26095,2611
11-27-2021,53019,3874
11-27-2021,31151,6672
11-27-2021,31081,3890
11-27-2021,24013,112744
11-27-2021,37179,118363
11-27-2021,12059,5281
11-27-2021,5115,29288
11-27-2021,19155,48502
11-27-2021,31177,10574
11-27-2021,19089,4408
11-27-2021,1031,18967
11-27-2021,27037,266723
11-27-2021,26007,14856
11-27-2021,39039,17272
11-27-2021,46117,1683
11-27-2021,39103,104833
11-27-2021,17111,186112
11-27-2021,22063,51562
11-27-2021,13263,1914
11-27-2021,32023,19788
11-27-2021,17197,415768
11-27-2021,46003,1350
11-27-2021,21045,5322
11-27-2021,20137,2646
11-27-2021,48073,18753
11-27-2021,41017,124937
11-27-2021,39061,463754
11-27-2021,28013,5822
11-27-2021,39069,13426
11-27-2021,48389,6998
11-27-2021,13291,3995
11-27-2021,46089,311
11-27-2021,19077,5844
11-27-2021,37097,86188
11-27-2021,41025,3192
11-27-2021,22007,8645
11-27-2021,54109,7443
11-27-2021,42117,16031
11-27-2021,47037,410530
11-27-2021,53017,24588
11-27-2021,17159,6678
11-27-2021,53009,49242
11-27-2021,29007,8876
11-27-2021,29123,4315
11-27-2021,29186,7544
11-27-2021,39091,17908
11-27-2021,13181,1660
11-27-2021,21027,8126
11-27-2021,29063,3286
11-27-2021,18019,66173
11-27-2021,37035,80257
11-27-2021,55119,6641
11-27-2021,18161,3232
11-27-2021,26045,58381
11-27-2021,18077,16768
11-27-2021,13309,888
11-27-2021,46075,584
11-27-2021,36003,18326
11-27-2021,6057,57910
11-27-2021,22057,40169
11-27-2021,54053,8914
