date,fips,deaths
2021-11-24,19189,38
2021-11-24,19191,43
2021-11-24,19193,258
2021-11-24,19195,9
2021-11-24,19197,49
2021-11-24,20001,26
2021-11-24,20003,22
2021-11-24,20005,26
2021-11-24,20007,7
2021-11-24,20009,66
2021-11-24,20011,44
2021-11-24,20013,40
2021-11-24,20015,140
2021-11-24,20017,4
2021-11-24,20019,12
2021-11-24,20021,78
2021-11-24,20023,14
2021-11-24,20025,7
2021-11-24,20027,31
2021-11-24,20029,30
2021-11-24,20031,28
2021-11-24,20033,13
2021-11-24,20035,128
2021-11-24,20037,115
2021-11-24,20039,13
2021-11-24,20041,61
2021-11-24,20043,29
2021-11-24,20045,106
2021-11-24,20047,13
2021-11-24,20049,6
2021-11-24,20051,76
2021-11-24,20053,31
2021-11-24,20055,93
2021-11-24,20057,97
2021-11-24,20059,61
2021-11-24,20061,59
2021-11-24,20063,22
2021-11-24,20065,12
2021-11-24,20067,30
2021-11-24,20069,22
2021-11-24,20071,3
2021-11-24,20073,16
2021-11-24,20075,1
2021-11-24,20077,24
2021-11-24,20079,92
2021-11-24,20081,9
2021-11-24,20083,10
2021-11-24,20085,20
2021-11-24,20087,51
2021-11-24,20089,11
2021-11-24,20091,963
2021-11-24,20093,16
2021-11-24,20095,24
2021-11-24,20097,6
2021-11-24,20099,62
2021-11-24,20101,8
2021-11-24,20103,135
2021-11-24,20105,6
2021-11-24,20107,21
2021-11-24,20109,9
2021-11-24,20111,96
2021-11-24,20115,35
2021-11-24,20117,32
2021-11-24,20113,98
2021-11-24,20119,14
2021-11-24,20121,69
2021-11-24,20123,17
2021-11-24,20125,120
2021-11-24,20127,22
2021-11-24,20129,9
2021-11-24,20131,56
2021-11-24,20133,53
2021-11-24,20135,17
2021-11-24,20137,32
2021-11-24,20139,39
2021-11-24,20141,15
2021-11-24,20143,14
2021-11-24,20145,20
2021-11-24,20147,28
2021-11-24,20149,44
2021-11-24,20151,27
2021-11-24,20153,7
2021-11-24,20155,173
2021-11-24,20157,14
2021-11-24,20159,16
2021-11-24,20161,64
2021-11-24,20163,13
2021-11-24,20165,16
2021-11-24,20167,33
2021-11-24,20169,187
2021-11-24,20171,31
2021-11-24,20173,1073
2021-11-24,20175,53
2021-11-24,20177,476
2021-11-24,20179,16
2021-11-24,20181,13
2021-11-24,20183,3
2021-11-24,20185,19
2021-11-24,20187,7
2021-11-24,20189,15
2021-11-24,20191,62
2021-11-24,20193,23
2021-11-24,20195,8
2021-11-24,20197,18
2021-11-24,20199,5
2021-11-24,20201,17
2021-11-24,20203,8
2021-11-24,20205,34
2021-11-24,20207,10
2021-11-24,20209,387
2021-11-24,21001,86
2021-11-24,21003,74
2021-11-24,21005,52
2021-11-24,21007,21
2021-11-24,21009,159
2021-11-24,21011,32
2021-11-24,21013,104
2021-11-24,21015,216
2021-11-24,21017,38
2021-11-24,21019,115
2021-11-24,21021,94
2021-11-24,21023,14
2021-11-24,21025,40
2021-11-24,21027,38
2021-11-24,21029,138
2021-11-24,21031,40
2021-11-24,21033,51
2021-11-24,21035,64
2021-11-24,21037,115
2021-11-24,21039,12
2021-11-24,21041,30
2021-11-24,21043,67
2021-11-24,21045,59
2021-11-24,21047,147
2021-11-24,21049,44
2021-11-24,21051,62
2021-11-24,21053,35
2021-11-24,21055,36
2021-11-24,21057,22
2021-11-24,21059,280
2021-11-24,21061,32
2021-11-24,21063,10
2021-11-24,21065,20
2021-11-24,21067,442
2021-11-24,21069,38
2021-11-24,21071,125
2021-11-24,21073,97
2021-11-24,21075,21
2021-11-24,21077,41
2021-11-24,21079,51
2021-11-24,21081,43
2021-11-24,21083,130
2021-11-24,21085,99
2021-11-24,21087,36
2021-11-24,21089,93
2021-11-24,21091,18
2021-11-24,21093,303
2021-11-24,21095,136
2021-11-24,21097,48
2021-11-24,21099,72
2021-11-24,21101,123
2021-11-24,21103,33
2021-11-24,21105,21
2021-11-24,21107,209
2021-11-24,21109,51
2021-11-24,21111,1712
2021-11-24,21113,105
2021-11-24,21115,62
2021-11-24,21117,285
2021-11-24,21119,43
2021-11-24,21121,74
2021-11-24,21123,53
2021-11-24,21125,153
2021-11-24,21127,44
2021-11-24,21129,35
2021-11-24,21131,30
2021-11-24,21133,73
2021-11-24,21135,60
2021-11-24,21137,102
2021-11-24,21139,45
2021-11-24,21141,90
2021-11-24,21143,26
2021-11-24,21151,191
2021-11-24,21153,26
2021-11-24,21155,51
2021-11-24,21157,80
2021-11-24,21159,36
2021-11-24,21161,72
2021-11-24,21145,192
2021-11-24,21147,59
2021-11-24,21149,40
2021-11-24,21163,44
2021-11-24,21165,23
2021-11-24,21167,80
2021-11-24,21169,45
2021-11-24,21171,64
2021-11-24,21173,61
2021-11-24,21175,11
2021-11-24,21177,97
2021-11-24,21179,101
2021-11-24,21181,23
2021-11-24,21183,87
2021-11-24,21185,100
2021-11-24,21187,28
2021-11-24,21189,19
2021-11-24,21191,25
2021-11-24,21193,114
2021-11-24,21195,203
2021-11-24,21197,24
2021-11-24,21199,198
2021-11-24,21201,16
2021-11-24,21203,37
2021-11-24,21205,37
2021-11-24,21207,64
2021-11-24,21209,61
2021-11-24,21211,114
2021-11-24,21213,62
2021-11-24,21215,38
2021-11-24,21217,91
2021-11-24,21219,33
2021-11-24,21221,25
2021-11-24,21223,21
2021-11-24,21225,39
2021-11-24,21227,274
2021-11-24,21229,48
2021-11-24,21231,66
2021-11-24,21233,42
2021-11-24,21235,105
2021-11-24,21237,13
2021-11-24,21239,31
2021-11-24,22001,251
2021-11-24,22003,117
2021-11-24,22005,247
2021-11-24,22007,57
2021-11-24,22009,181
2021-11-24,22011,124
2021-11-24,22013,99
2021-11-24,22015,409
2021-11-24,22017,977
2021-11-24,22019,624
2021-11-24,22021,39
2021-11-24,22023,9
2021-11-24,22025,48
2021-11-24,22027,66
2021-11-24,22029,79
2021-11-24,22031,113
2021-11-24,22033,1169
2021-11-24,22035,31
2021-11-24,22037,145
2021-11-24,22039,142
2021-11-24,22041,140
2021-11-24,22043,78
2021-11-24,22045,227
2021-11-24,22047,128
2021-11-24,22049,64
2021-11-24,22051,1180
2021-11-24,22053,131
2021-11-24,22055,407
2021-11-24,22057,319
2021-11-24,22059,46
2021-11-24,22061,117
2021-11-24,22063,383
2021-11-24,22065,53
2021-11-24,22067,116
2021-11-24,22069,137
2021-11-24,22071,1002
2021-11-24,22073,597
2021-11-24,22075,40
2021-11-24,22077,84
2021-11-24,22079,474
2021-11-24,22081,49
2021-11-24,22083,80
2021-11-24,22085,95
2021-11-24,22087,98
2021-11-24,22089,127
2021-11-24,22091,19
2021-11-24,22093,70
2021-11-24,22095,173
2021-11-24,22097,349
2021-11-24,22099,161
2021-11-24,22101,226
2021-11-24,22103,733
2021-11-24,22105,522
2021-11-24,22107,10
2021-11-24,22109,355
2021-11-24,22111,107
2021-11-24,22113,193
2021-11-24,22115,163
2021-11-24,22117,218
2021-11-24,22119,150
2021-11-24,22121,78
2021-11-24,22123,52
2021-11-24,22125,41
2021-11-24,22127,58
2021-11-24,23001,121
2021-11-24,23003,88
2021-11-24,23005,250
2021-11-24,23007,34
2021-11-24,23009,54
2021-11-24,23011,120
2021-11-24,23013,15
2021-11-24,23015,9
2021-11-24,23017,89
2021-11-24,23019,202
2021-11-24,23021,13
2021-11-24,23023,14
2021-11-24,23025,60
2021-11-24,23027,36
2021-11-24,23029,28
2021-11-24,23031,170
2021-11-24,24001,264
2021-11-24,24003,789
2021-11-24,24005,1891
2021-11-24,24510,1373
2021-11-24,24009,101
2021-11-24,24011,52
2021-11-24,24013,295
2021-11-24,24015,189
2021-11-24,24017,268
2021-11-24,24019,87
2021-11-24,24021,390
2021-11-24,24023,86
2021-11-24,24025,365
2021-11-24,24027,283
2021-11-24,24029,56
2021-11-24,24031,1731
2021-11-24,24033,1754
2021-11-24,24035,75
2021-11-24,24039,54
2021-11-24,24037,174
2021-11-24,24041,57
2021-11-24,24043,422
2021-11-24,24045,233
2021-11-24,24047,125
2021-11-24,25001,528
2021-11-24,25003,331
2021-11-24,25005,1919
2021-11-24,25007,0
2021-11-24,25009,2576
2021-11-24,25011,124
2021-11-24,25013,1696
2021-11-24,25015,324
2021-11-24,25017,3969
2021-11-24,25019,0
2021-11-24,25021,1883
2021-11-24,25023,1567
2021-11-24,25025,1936
2021-11-24,25027,2464
2021-11-24,26001,49
2021-11-24,26003,9
2021-11-24,26005,217
2021-11-24,26007,81
2021-11-24,26009,42
2021-11-24,26011,44
2021-11-24,26013,47
2021-11-24,26015,100
2021-11-24,26017,423
2021-11-24,26019,44
2021-11-24,26021,345
2021-11-24,26023,146
2021-11-24,26025,384
2021-11-24,26027,101
2021-11-24,26029,42
2021-11-24,26031,73
2021-11-24,26033,70
2021-11-24,26035,116
2021-11-24,26037,128
2021-11-24,26039,17
2021-11-24,26041,119
2021-11-24,26043,86
2021-11-24,26045,276
2021-11-24,26047,55
2021-11-24,26049,1162
2021-11-24,26051,83
2021-11-24,26053,56
2021-11-24,26055,133
2021-11-24,26057,143
2021-11-24,26059,144
2021-11-24,26061,61
2021-11-24,26063,102
2021-11-24,26065,495
2021-11-24,26067,116
2021-11-24,26069,103
2021-11-24,26071,63
2021-11-24,26073,140
2021-11-24,26075,397
2021-11-24,26077,485
2021-11-24,26079,40
2021-11-24,26081,1075
2021-11-24,26083,8
2021-11-24,26085,25
2021-11-24,26087,277
2021-11-24,26089,32
2021-11-24,26091,220
2021-11-24,26093,279
2021-11-24,26095,6
2021-11-24,26097,14
2021-11-24,26099,2845
2021-11-24,26101,45
2021-11-24,26103,89
2021-11-24,26105,56
2021-11-24,26107,59
2021-11-24,26109,52
2021-11-24,26111,156
2021-11-24,26113,41
2021-11-24,26115,326
2021-11-24,26117,149
2021-11-24,26119,35
2021-11-24,26121,454
2021-11-24,26123,95
2021-11-24,26125,2784
2021-11-24,26127,75
2021-11-24,26129,71
2021-11-24,26131,23
2021-11-24,26133,49
2021-11-24,26135,42
2021-11-24,26137,66
2021-11-24,26139,557
2021-11-24,26141,45
2021-11-24,26143,79
2021-11-24,26145,713
2021-11-24,26151,148
2021-11-24,26153,6
2021-11-24,26155,148
2021-11-24,26147,552
2021-11-24,26149,132
2021-11-24,26157,217
2021-11-24,26159,182
2021-11-24,26161,346
2021-11-24,26163,5818
2021-11-24,26165,67
2021-11-24,27001,50
2021-11-24,27003,564
2021-11-24,27005,72
2021-11-24,27007,92
2021-11-24,27009,123
2021-11-24,27011,5
2021-11-24,27013,66
2021-11-24,27015,57
2021-11-24,27017,73
2021-11-24,27019,66
2021-11-24,27021,52
2021-11-24,27023,41
2021-11-24,27025,75
2021-11-24,27027,102
2021-11-24,27029,20
2021-11-24,27031,0
2021-11-24,27033,32
2021-11-24,27035,121
2021-11-24,27037,566
2021-11-24,27039,11
2021-11-24,27041,100
2021-11-24,27043,31
2021-11-24,27045,15
2021-11-24,27047,45
2021-11-24,27049,95
2021-11-24,27051,9
2021-11-24,27053,2015
2021-11-24,27055,17
2021-11-24,27057,48
2021-11-24,27059,83
2021-11-24,27061,94
2021-11-24,27063,16
2021-11-24,27065,34
2021-11-24,27067,106
2021-11-24,27069,23
2021-11-24,27071,23
2021-11-24,27073,25
2021-11-24,27075,24
2021-11-24,27077,5
2021-11-24,27079,33
2021-11-24,27081,5
2021-11-24,27083,61
2021-11-24,27087,14
2021-11-24,27089,21
2021-11-24,27091,43
2021-11-24,27085,83
2021-11-24,27093,57
2021-11-24,27095,72
2021-11-24,27097,78
2021-11-24,27099,47
2021-11-24,27101,11
2021-11-24,27103,59
2021-11-24,27105,54
2021-11-24,27107,9
2021-11-24,27109,127
2021-11-24,27111,124
2021-11-24,27113,29
2021-11-24,27115,41
2021-11-24,27117,29
2021-11-24,27119,84
2021-11-24,27121,10
2021-11-24,27123,1036
2021-11-24,27125,10
2021-11-24,27127,45
2021-11-24,27129,51
2021-11-24,27131,138
2021-11-24,27133,28
2021-11-24,27135,31
2021-11-24,27139,181
2021-11-24,27141,126
2021-11-24,27143,17
2021-11-24,27145,274
2021-11-24,27147,30
2021-11-24,27149,11
2021-11-24,27137,394
2021-11-24,27151,22
2021-11-24,27153,42
2021-11-24,27155,6
2021-11-24,27157,10
2021-11-24,27159,39
2021-11-24,27161,32
2021-11-24,27163,354
2021-11-24,27165,20
2021-11-24,27167,15
2021-11-24,27169,56
2021-11-24,27171,206
2021-11-24,27173,21
2021-11-24,28001,125
2021-11-24,28003,107
2021-11-24,28005,57
2021-11-24,28007,90
2021-11-24,28009,39
2021-11-24,28011,151
2021-11-24,28013,49
2021-11-24,28015,41
2021-11-24,28017,67
2021-11-24,28019,27
2021-11-24,28021,38
2021-11-24,28023,95
2021-11-24,28025,78
2021-11-24,28027,109
2021-11-24,28029,95
2021-11-24,28031,95
2021-11-24,28033,432
2021-11-24,28035,259
2021-11-24,28037,29
2021-11-24,28039,80
2021-11-24,28041,49
2021-11-24,28043,109
2021-11-24,28045,132
2021-11-24,28047,555
2021-11-24,28049,641
2021-11-24,28051,89
2021-11-24,28053,39
2021-11-24,28055,7
2021-11-24,28057,107
2021-11-24,28059,389
2021-11-24,28061,66
2021-11-24,28063,34
2021-11-24,28065,43
2021-11-24,28067,247
2021-11-24,28069,41
2021-11-24,28071,143
2021-11-24,28073,140
2021-11-24,28075,324
2021-11-24,28077,40
2021-11-24,28079,90
2021-11-24,28081,242
2021-11-24,28083,144
2021-11-24,28085,136
2021-11-24,28087,193
2021-11-24,28089,283
2021-11-24,28091,112
2021-11-24,28093,141
2021-11-24,28095,179
2021-11-24,28097,57
2021-11-24,28099,210
2021-11-24,28101,81
2021-11-24,28103,42
2021-11-24,28105,138
2021-11-24,28107,134
2021-11-24,28109,244
2021-11-24,28111,56
2021-11-24,28113,156
2021-11-24,28115,109
2021-11-24,28117,84
2021-11-24,28119,28
2021-11-24,28121,402
2021-11-24,28123,99
2021-11-24,28125,21
2021-11-24,28127,117
2021-11-24,28129,52
2021-11-24,28131,66
2021-11-24,28133,106
2021-11-24,28135,53
2021-11-24,28137,116
2021-11-24,28139,82
2021-11-24,28141,93
2021-11-24,28143,39
2021-11-24,28145,97
2021-11-24,28147,66
2021-11-24,28149,178
2021-11-24,28151,169
2021-11-24,28153,72
2021-11-24,28155,48
2021-11-24,28157,39
2021-11-24,28159,92
2021-11-24,28161,47
2021-11-24,28163,91
2021-11-24,29001,42
2021-11-24,29003,38
2021-11-24,29005,16
2021-11-24,29007,77
2021-11-24,29009,91
2021-11-24,29011,39
2021-11-24,29013,56
2021-11-24,29015,70
2021-11-24,29017,29
2021-11-24,29019,188
2021-11-24,29021,244
2021-11-24,29023,126
2021-11-24,29025,25
2021-11-24,29027,92
2021-11-24,29029,144
2021-11-24,29031,197
2021-11-24,29033,39
2021-11-24,29035,17
2021-11-24,29037,202
2021-11-24,29039,42
2021-11-24,29041,30
2021-11-24,29043,200
2021-11-24,29045,27
2021-11-24,29047,258
2021-11-24,29049,94
2021-11-24,29051,231
2021-11-24,29053,52
2021-11-24,29055,74
2021-11-24,29057,38
2021-11-24,29059,57
2021-11-24,29061,17
2021-11-24,29063,36
2021-11-24,29065,62
2021-11-24,29067,61
2021-11-24,29069,93
2021-11-24,29071,258
2021-11-24,29073,79
2021-11-24,29075,28
2021-11-24,29077,825
2021-11-24,29079,55
2021-11-24,29081,21
2021-11-24,29083,62
2021-11-24,29085,43
2021-11-24,29087,23
2021-11-24,29089,18
2021-11-24,29091,167
2021-11-24,29093,27
2021-11-24,29095,831
2021-11-24,29097,254
2021-11-24,29099,425
2021-11-24,29101,108
2021-11-24,29103,8
2021-11-24,29105,147
2021-11-24,29107,87
2021-11-24,29109,136
2021-11-24,29111,30
2021-11-24,29113,93
2021-11-24,29115,56
2021-11-24,29117,79
2021-11-24,29121,34
2021-11-24,29123,39
2021-11-24,29125,21
2021-11-24,29127,99
2021-11-24,29119,63
2021-11-24,29129,9
2021-11-24,29131,99
2021-11-24,29133,49
2021-11-24,29135,46
2021-11-24,29137,32
2021-11-24,29139,34
2021-11-24,29141,72
2021-11-24,29143,70
2021-11-24,29145,168
2021-11-24,29147,36
2021-11-24,29149,24
2021-11-24,29151,35
2021-11-24,29153,41
2021-11-24,29155,56
2021-11-24,29157,39
2021-11-24,29159,126
2021-11-24,29161,192
2021-11-24,29163,50
2021-11-24,29165,70
2021-11-24,29167,80
2021-11-24,29169,97
2021-11-24,29171,19
2021-11-24,29173,17
2021-11-24,29175,79
2021-11-24,29177,60
2021-11-24,29179,12
2021-11-24,29181,48
2021-11-24,29195,83
2021-11-24,29197,22
2021-11-24,29199,15
2021-11-24,29201,132
2021-11-24,29203,27
2021-11-24,29205,13
2021-11-24,29183,722
2021-11-24,29185,26
2021-11-24,29186,33
2021-11-24,29187,210
2021-11-24,29189,2613
2021-11-24,29510,620
2021-11-24,29207,106
2021-11-24,29209,98
2021-11-24,29211,17
2021-11-24,29213,170
2021-11-24,29215,63
2021-11-24,29217,81
2021-11-24,29219,73
2021-11-24,29221,95
2021-11-24,29223,34
2021-11-24,29225,116
2021-11-24,29227,2
2021-11-24,29229,63
2021-11-24,30001,22
2021-11-24,30003,83
2021-11-24,30005,27
2021-11-24,30007,17
2021-11-24,30009,22
2021-11-24,30011,5
2021-11-24,30013,257
2021-11-24,30015,8
2021-11-24,30017,38
2021-11-24,30019,9
2021-11-24,30021,49
2021-11-24,30023,27
2021-11-24,30025,8
2021-11-24,30027,48
2021-11-24,30029,205
2021-11-24,30031,99
2021-11-24,30033,3
2021-11-24,30035,62
2021-11-24,30037,5
2021-11-24,30039,6
2021-11-24,30041,69
2021-11-24,30043,14
2021-11-24,30045,1
2021-11-24,30047,81
2021-11-24,30049,121
2021-11-24,30051,2
2021-11-24,30053,67
2021-11-24,30057,18
2021-11-24,30055,3
2021-11-24,30059,9
2021-11-24,30061,14
2021-11-24,30063,177
2021-11-24,30065,22
2021-11-24,30067,30
2021-11-24,30069,1
2021-11-24,30071,28
2021-11-24,30073,6
2021-11-24,30075,10
2021-11-24,30077,21
2021-11-24,30079,2
2021-11-24,30081,72
2021-11-24,30083,24
2021-11-24,30085,61
2021-11-24,30087,58
2021-11-24,30089,29
2021-11-24,30091,8
2021-11-24,30093,107
2021-11-24,30095,27
2021-11-24,30097,8
2021-11-24,30099,18
2021-11-24,30101,19
2021-11-24,30103,1
2021-11-24,30105,29
2021-11-24,30107,13
2021-11-24,30109,8
2021-11-24,30111,436
2021-11-24,31001,54
2021-11-24,31003,8
2021-11-24,31005,1
2021-11-24,31007,0
2021-11-24,31009,0
2021-11-24,31011,4
2021-11-24,31013,12
2021-11-24,31015,3
2021-11-24,31017,4
2021-11-24,31019,57
2021-11-24,31021,12
2021-11-24,31023,12
2021-11-24,31025,22
2021-11-24,31027,11
2021-11-24,31029,5
2021-11-24,31031,8
2021-11-24,31033,19
2021-11-24,31035,17
2021-11-24,31037,21
2021-11-24,31039,15
2021-11-24,31041,19
2021-11-24,31043,82
2021-11-24,31045,21
2021-11-24,31047,31
2021-11-24,31049,2
2021-11-24,31051,9
2021-11-24,31053,83
2021-11-24,31055,853
2021-11-24,31057,4
2021-11-24,31059,13
2021-11-24,31061,4
2021-11-24,31063,1
2021-11-24,31065,5
2021-11-24,31067,20
2021-11-24,31069,1
2021-11-24,31071,1
2021-11-24,31073,5
2021-11-24,31075,4
2021-11-24,31077,1
2021-11-24,31079,120
2021-11-24,31081,19
2021-11-24,31083,0
2021-11-24,31085,0
2021-11-24,31087,5
2021-11-24,31089,15
2021-11-24,31091,3
2021-11-24,31093,10
2021-11-24,31095,3
2021-11-24,31097,10
2021-11-24,31099,5
2021-11-24,31101,10
2021-11-24,31103,0
2021-11-24,31105,9
2021-11-24,31107,13
2021-11-24,31109,326
2021-11-24,31111,80
2021-11-24,31113,0
2021-11-24,31115,0
2021-11-24,31119,44
2021-11-24,31117,1
2021-11-24,31121,15
2021-11-24,31123,16
2021-11-24,31125,10
2021-11-24,31127,13
2021-11-24,31129,12
2021-11-24,31131,13
2021-11-24,31133,4
2021-11-24,31135,11
2021-11-24,31137,10
2021-11-24,31139,21
2021-11-24,31141,50
2021-11-24,31143,18
2021-11-24,31145,15
2021-11-24,31147,24
2021-11-24,31149,2
2021-11-24,31151,3
2021-11-24,31153,176
2021-11-24,31155,20
2021-11-24,31157,102
2021-11-24,31159,38
2021-11-24,31161,23
2021-11-24,31163,4
2021-11-24,31165,1
2021-11-24,31167,11
2021-11-24,31169,7
2021-11-24,31171,1
2021-11-24,31173,11
2021-11-24,31175,2
2021-11-24,31177,29
2021-11-24,31179,7
2021-11-24,31181,8
2021-11-24,31183,0
2021-11-24,31185,19
2021-11-24,32510,168
2021-11-24,32001,80
2021-11-24,32003,6161
2021-11-24,32005,68
2021-11-24,32007,120
2021-11-24,32009,2
2021-11-24,32011,1
2021-11-24,32013,39
2021-11-24,32015,16
2021-11-24,32017,5
2021-11-24,32019,122
2021-11-24,32021,12
2021-11-24,32023,167
2021-11-24,32027,27
2021-11-24,32029,5
2021-11-24,32031,966
2021-11-24,32033,13
2021-11-24,33001,133
2021-11-24,33003,22
2021-11-24,33005,56
2021-11-24,33007,70
2021-11-24,33009,36
2021-11-24,33011,714
2021-11-24,33013,143
2021-11-24,33015,330
2021-11-24,33017,133
2021-11-24,33019,39
2021-11-24,34001,791
2021-11-24,34003,3017
2021-11-24,34005,972
2021-11-24,34007,1476
2021-11-24,34009,242
2021-11-24,34011,490
2021-11-24,34013,3174
2021-11-24,34015,751
2021-11-24,34017,2403
2021-11-24,34019,194
2021-11-24,34021,1029
2021-11-24,34023,2487
2021-11-24,34025,1774
2021-11-24,34027,1318
2021-11-24,34029,2396
2021-11-24,34031,2033
2021-11-24,34033,212
2021-11-24,34035,886
2021-11-24,34037,350
2021-11-24,34039,2052
2021-11-24,34041,260
2021-11-24,35001,1170
2021-11-24,35003,8
2021-11-24,35005,215
2021-11-24,35006,147
2021-11-24,35007,51
2021-11-24,35009,126
2021-11-24,35011,3
2021-11-24,35013,547
2021-11-24,35015,213
2021-11-24,35017,54
2021-11-24,35019,15
2021-11-24,35021,3
2021-11-24,35023,11
2021-11-24,35025,279
2021-11-24,35027,40
2021-11-24,35028,9
2021-11-24,35029,97
2021-11-24,35031,521
2021-11-24,35033,12
2021-11-24,35035,122
2021-11-24,35037,25
2021-11-24,35039,86
2021-11-24,35041,70
2021-11-24,35043,286
2021-11-24,35045,591
2021-11-24,35047,29
2021-11-24,35049,181
2021-11-24,35051,59
2021-11-24,35053,64
2021-11-24,35055,69
2021-11-24,35057,21
2021-11-24,35059,12
2021-11-24,35061,155
2021-11-24,36001,408
2021-11-24,36003,118
2021-11-24,36007,431
2021-11-24,36009,152
2021-11-24,36011,112
2021-11-24,36013,189
2021-11-24,36015,172
2021-11-24,36017,95
2021-11-24,36019,45
2021-11-24,36021,113
2021-11-24,36023,88
2021-11-24,36025,51
2021-11-24,36027,506
2021-11-24,36029,2026
2021-11-24,36031,37
2021-11-24,36033,25
2021-11-24,36035,109
2021-11-24,36037,143
2021-11-24,36039,88
2021-11-24,36041,3
2021-11-24,36043,141
2021-11-24,36045,105
2021-11-24,36049,39
2021-11-24,36051,74
2021-11-24,36053,108
2021-11-24,36055,1243
2021-11-24,36057,159
2021-11-24,36059,3324
2021-11-24,36063,413
2021-11-24,36065,634
2021-11-24,36067,807
2021-11-24,36069,118
2021-11-24,36071,797
2021-11-24,36073,95
2021-11-24,36075,132
2021-11-24,36077,61
2021-11-24,36079,101
2021-11-24,36083,190
2021-11-24,36087,782
2021-11-24,36091,220
2021-11-24,36093,242
2021-11-24,36095,24
2021-11-24,36097,20
2021-11-24,36099,67
2021-11-24,36101,187
2021-11-24,36089,143
2021-11-24,36103,3673
2021-11-24,36105,90
2021-11-24,36107,73
2021-11-24,36109,61
2021-11-24,36111,288
2021-11-24,36113,94
2021-11-24,36115,75
2021-11-24,36117,101
2021-11-24,36119,2354
2021-11-24,36121,64
2021-11-24,36123,33
2021-11-24,37001,349
2021-11-24,37003,118
2021-11-24,37005,6
2021-11-24,37007,83
2021-11-24,37009,53
2021-11-24,37011,39
2021-11-24,37013,131
2021-11-24,37015,53
2021-11-24,37017,95
2021-11-24,37019,245
2021-11-24,37021,444
2021-11-24,37023,245
2021-11-24,37025,346
2021-11-24,37027,224
2021-11-24,37029,8
2021-11-24,37031,83
2021-11-24,37033,38
2021-11-24,37035,438
2021-11-24,37037,98
2021-11-24,37039,78
2021-11-24,37041,43
2021-11-24,37043,38
2021-11-24,37045,315
2021-11-24,37047,230
2021-11-24,37049,159
2021-11-24,37051,491
2021-11-24,37053,27
2021-11-24,37055,15
2021-11-24,37057,314
2021-11-24,37059,81
2021-11-24,37061,195
2021-11-24,37063,265
2021-11-24,37065,127
2021-11-24,37067,579
2021-11-24,37069,64
2021-11-24,37071,631
2021-11-24,37073,18
2021-11-24,37075,28
2021-11-24,37077,105
2021-11-24,37079,56
2021-11-24,37081,916
2021-11-24,37083,144
2021-11-24,37085,269
2021-11-24,37087,153
2021-11-24,37089,218
2021-11-24,37091,72
2021-11-24,37093,86
2021-11-24,37095,12
2021-11-24,37097,331
2021-11-24,37099,72
2021-11-24,37101,339
2021-11-24,37103,35
2021-11-24,37105,110
2021-11-24,37107,178
2021-11-24,37109,114
2021-11-24,37113,80
2021-11-24,37115,66
2021-11-24,37117,75
2021-11-24,37111,136
2021-11-24,37119,1274
2021-11-24,37121,22
2021-11-24,37123,110
2021-11-24,37125,252
2021-11-24,37127,237
2021-11-24,37129,296
2021-11-24,37131,66
2021-11-24,37133,272
2021-11-24,37135,110
2021-11-24,37137,26
2021-11-24,37139,108
2021-11-24,37141,101
2021-11-24,37143,15
2021-11-24,37145,89
2021-11-24,37147,146
2021-11-24,37149,49
2021-11-24,37151,327
2021-11-24,37153,146
2021-11-24,37155,438
2021-11-24,37157,217
2021-11-24,37159,476
2021-11-24,37161,338
2021-11-24,37163,140
2021-11-24,37165,109
2021-11-24,37167,198
2021-11-24,37169,116
2021-11-24,37171,237
2021-11-24,37173,28
2021-11-24,37175,50
2021-11-24,37177,7
2021-11-24,37179,362
2021-11-24,37181,104
2021-11-24,37183,912
2021-11-24,37185,33
2021-11-24,37187,37
2021-11-24,37189,40
2021-11-24,37191,308
2021-11-24,37193,188
2021-11-24,37195,240
2021-11-24,37197,76
2021-11-24,37199,35
2021-11-24,38001,5
2021-11-24,38003,38
2021-11-24,38005,20
2021-11-24,38007,1
2021-11-24,38009,21
2021-11-24,38011,8
2021-11-24,38013,3
2021-11-24,38015,257
2021-11-24,38017,258
2021-11-24,38019,5
2021-11-24,38021,36
2021-11-24,38023,3
2021-11-24,38025,7
2021-11-24,38027,6
2021-11-24,38029,16
2021-11-24,38031,19
2021-11-24,38033,4
2021-11-24,38035,95
2021-11-24,38037,8
2021-11-24,38039,2
2021-11-24,38041,6
2021-11-24,38043,13
2021-11-24,38045,17
2021-11-24,38047,11
2021-11-24,38049,27
2021-11-24,38051,9
2021-11-24,38053,21
2021-11-24,38055,44
2021-11-24,38057,17
2021-11-24,38059,124
2021-11-24,38061,29
2021-11-24,38063,16
2021-11-24,38065,3
2021-11-24,38067,14
2021-11-24,38069,28
2021-11-24,38071,38
2021-11-24,38073,20
2021-11-24,38075,14
2021-11-24,38077,21
2021-11-24,38079,36
2021-11-24,38081,9
2021-11-24,38083,4
2021-11-24,38085,18
2021-11-24,38087,0
2021-11-24,38089,72
2021-11-24,38091,2
2021-11-24,38093,92
2021-11-24,38095,11
2021-11-24,38097,21
2021-11-24,38099,29
2021-11-24,38101,225
2021-11-24,38103,10
2021-11-24,38105,54
2021-11-24,39001,108
2021-11-24,39003,317
2021-11-24,39005,146
2021-11-24,39007,223
2021-11-24,39009,95
2021-11-24,39011,111
2021-11-24,39013,231
