date,fips,deaths
2021-11-30,6033,110
2021-11-30,6035,58
2021-11-30,6037,27138
2021-11-30,6039,311
2021-11-30,6041,249
2021-11-30,6043,18
2021-11-30,6045,97
2021-11-30,6047,671
2021-11-30,6049,10
2021-11-30,6051,4
2021-11-30,6053,632
2021-11-30,6055,104
2021-11-30,6057,105
2021-11-30,6059,5725
2021-11-30,6061,470
2021-11-30,6063,7
2021-11-30,6065,5447
2021-11-30,6067,2443
2021-11-30,6069,77
2021-11-30,6071,5962
2021-11-30,6073,4335
2021-11-30,6075,669
2021-11-30,6077,1837
2021-11-30,6079,365
2021-11-30,6081,629
2021-11-30,6083,549
2021-11-30,6085,1926
2021-11-30,6087,224
2021-11-30,6089,451
2021-11-30,6091,0
2021-11-30,6093,70
2021-11-30,6095,357
2021-11-30,6097,412
2021-11-30,6099,1417
2021-11-30,6101,186
2021-11-30,6103,130
2021-11-30,6105,17
2021-11-30,6107,1096
2021-11-30,6109,141
2021-11-30,6111,1190
2021-11-30,6113,257
2021-11-30,6115,89
2021-11-30,8001,976
2021-11-30,8003,48
2021-11-30,8005,996
2021-11-30,8007,7
2021-11-30,8009,5
2021-11-30,8011,31
2021-11-30,8013,310
2021-11-30,8014,85
2021-11-30,8015,36
2021-11-30,8017,7
2021-11-30,8019,6
2021-11-30,8021,42
2021-11-30,8023,13
2021-11-30,8025,26
2021-11-30,8027,11
2021-11-30,8029,96
2021-11-30,8031,1012
2021-11-30,8033,5
2021-11-30,8035,341
2021-11-30,8037,32
2021-11-30,8039,26
2021-11-30,8041,1244
2021-11-30,8043,129
2021-11-30,8045,70
2021-11-30,8047,3
2021-11-30,8049,16
2021-11-30,8051,12
2021-11-30,8053,0
2021-11-30,8055,21
2021-11-30,8057,0
2021-11-30,8059,987
2021-11-30,8061,4
2021-11-30,8063,21
2021-11-30,8065,1
2021-11-30,8067,59
2021-11-30,8069,369
2021-11-30,8071,27
2021-11-30,8073,8
2021-11-30,8075,92
2021-11-30,8077,395
2021-11-30,8079,1
2021-11-30,8081,47
2021-11-30,8083,48
2021-11-30,8085,109
2021-11-30,8087,108
2021-11-30,8089,95
2021-11-30,8091,6
2021-11-30,8093,13
2021-11-30,8095,15
2021-11-30,8097,6
2021-11-30,8099,37
2021-11-30,8101,582
2021-11-30,8103,10
2021-11-30,8105,29
2021-11-30,8107,23
2021-11-30,8109,9
2021-11-30,8111,0
2021-11-30,8113,5
2021-11-30,8115,6
2021-11-30,8117,12
2021-11-30,8119,41
2021-11-30,8121,24
2021-11-30,8123,528
2021-11-30,8125,18
2021-11-30,9001,2325
2021-11-30,9003,2625
2021-11-30,9005,339
2021-11-30,9007,401
2021-11-30,9009,2272
2021-11-30,9011,507
2021-11-30,9013,204
2021-11-30,9015,229
2021-11-30,10001,469
2021-11-30,10003,1056
2021-11-30,10005,653
2021-11-30,11001,1196
2021-11-30,12001,536
2021-11-30,12003,122
2021-11-30,12005,694
2021-11-30,12007,119
2021-11-30,12009,1757
2021-11-30,12011,4895
2021-11-30,12013,85
2021-11-30,12015,672
2021-11-30,12017,826
2021-11-30,12019,701
2021-11-30,12021,869
2021-11-30,12023,318
2021-11-30,12027,136
2021-11-30,12029,38
2021-11-30,12031,2850
2021-11-30,12033,1083
2021-11-30,12035,276
2021-11-30,12037,45
2021-11-30,12039,158
2021-11-30,12041,59
2021-11-30,12043,33
2021-11-30,12045,64
2021-11-30,12047,49
2021-11-30,12049,103
2021-11-30,12051,143
2021-11-30,12053,939
2021-11-30,12055,560
2021-11-30,12057,3092
2021-11-30,12059,72
2021-11-30,12061,564
2021-11-30,12063,240
2021-11-30,12065,36
2021-11-30,12067,49
2021-11-30,12069,1233
2021-11-30,12071,1840
2021-11-30,12073,521
2021-11-30,12075,94
2021-11-30,12077,23
2021-11-30,12079,59
2021-11-30,12081,1210
2021-11-30,12083,1771
2021-11-30,12085,514
2021-11-30,12086,9121
2021-11-30,12087,96
2021-11-30,12089,248
2021-11-30,12091,566
2021-11-30,12093,158
2021-11-30,12095,2265
2021-11-30,12097,906
2021-11-30,12099,4259
2021-11-30,12101,1582
2021-11-30,12103,2737
2021-11-30,12105,2494
2021-11-30,12107,385
2021-11-30,12113,520
2021-11-30,12115,1326
2021-11-30,12117,885
2021-11-30,12109,471
2021-11-30,12111,1041
2021-11-30,12119,471
2021-11-30,12121,187
2021-11-30,12123,82
2021-11-30,12125,96
2021-11-30,12127,1392
2021-11-30,12129,107
2021-11-30,12131,166
2021-11-30,12133,72
2021-11-30,13001,107
2021-11-30,13003,37
2021-11-30,13005,63
2021-11-30,13007,14
2021-11-30,13009,197
2021-11-30,13011,65
2021-11-30,13013,200
2021-11-30,13015,361
2021-11-30,13017,107
2021-11-30,13019,71
2021-11-30,13021,657
2021-11-30,13023,85
2021-11-30,13025,88
2021-11-30,13027,73
2021-11-30,13029,76
2021-11-30,13031,217
2021-11-30,13033,85
2021-11-30,13035,123
2021-11-30,13037,21
2021-11-30,13039,97
2021-11-30,13043,89
2021-11-30,13045,351
2021-11-30,13047,119
2021-11-30,13049,56
2021-11-30,13051,717
2021-11-30,13053,20
2021-11-30,13055,106
2021-11-30,13057,476
2021-11-30,13059,186
2021-11-30,13061,4
2021-11-30,13063,770
2021-11-30,13065,36
2021-11-30,13067,1427
2021-11-30,13069,241
2021-11-30,13071,203
2021-11-30,13073,313
2021-11-30,13075,65
2021-11-30,13077,387
2021-11-30,13079,45
2021-11-30,13081,115
2021-11-30,13083,22
2021-11-30,13085,77
2021-11-30,13087,108
2021-11-30,13089,1374
2021-11-30,13091,134
2021-11-30,13093,62
2021-11-30,13095,425
2021-11-30,13097,307
2021-11-30,13099,57
2021-11-30,13101,11
2021-11-30,13103,175
2021-11-30,13105,90
2021-11-30,13107,143
2021-11-30,13109,54
2021-11-30,13111,111
2021-11-30,13113,246
2021-11-30,13115,393
2021-11-30,13117,288
2021-11-30,13119,84
2021-11-30,13121,1830
2021-11-30,13123,137
2021-11-30,13125,21
2021-11-30,13127,341
2021-11-30,13129,202
2021-11-30,13131,93
2021-11-30,13133,73
2021-11-30,13135,1522
2021-11-30,13137,211
2021-11-30,13139,671
2021-11-30,13141,82
2021-11-30,13143,128
2021-11-30,13145,95
2021-11-30,13147,73
2021-11-30,13149,42
2021-11-30,13151,518
2021-11-30,13153,408
2021-11-30,13155,40
2021-11-30,13157,224
2021-11-30,13159,60
2021-11-30,13161,60
2021-11-30,13163,89
2021-11-30,13165,58
2021-11-30,13167,63
2021-11-30,13169,98
2021-11-30,13171,98
2021-11-30,13173,17
2021-11-30,13175,252
2021-11-30,13177,82
2021-11-30,13179,130
2021-11-30,13181,33
2021-11-30,13183,28
2021-11-30,13185,321
2021-11-30,13187,109
2021-11-30,13193,45
2021-11-30,13195,80
2021-11-30,13197,40
2021-11-30,13189,78
2021-11-30,13191,32
2021-11-30,13199,120
2021-11-30,13201,23
2021-11-30,13205,101
2021-11-30,13207,152
2021-11-30,13209,44
2021-11-30,13211,49
2021-11-30,13213,145
2021-11-30,13215,666
2021-11-30,13217,362
2021-11-30,13219,82
2021-11-30,13221,43
2021-11-30,13223,349
2021-11-30,13225,113
2021-11-30,13227,120
2021-11-30,13229,105
2021-11-30,13231,71
2021-11-30,13233,164
2021-11-30,13235,63
2021-11-30,13237,85
2021-11-30,13239,4
2021-11-30,13241,74
2021-11-30,13243,43
2021-11-30,13245,733
2021-11-30,13247,247
2021-11-30,13249,8
2021-11-30,13251,62
2021-11-30,13253,26
2021-11-30,13255,325
2021-11-30,13257,120
2021-11-30,13259,29
2021-11-30,13261,137
2021-11-30,13263,29
2021-11-30,13265,3
2021-11-30,13267,114
2021-11-30,13269,39
2021-11-30,13271,74
2021-11-30,13273,58
2021-11-30,13275,183
2021-11-30,13277,185
2021-11-30,13279,175
2021-11-30,13281,84
2021-11-30,13283,53
2021-11-30,13285,324
2021-11-30,13287,49
2021-11-30,13289,62
2021-11-30,13291,129
2021-11-30,13293,188
2021-11-30,13295,160
2021-11-30,13297,350
2021-11-30,13299,251
2021-11-30,13301,26
2021-11-30,13303,124
2021-11-30,13305,175
2021-11-30,13307,6
2021-11-30,13309,35
2021-11-30,13311,132
2021-11-30,13313,351
2021-11-30,13315,60
2021-11-30,13317,38
2021-11-30,13319,46
2021-11-30,13321,95
2021-11-30,15001,138
2021-11-30,15003,757
2021-11-30,15005,0
2021-11-30,15007,13
2021-11-30,15009,99
2021-11-30,16001,833
2021-11-30,16003,14
2021-11-30,16005,203
2021-11-30,16007,14
2021-11-30,16009,29
2021-11-30,16011,127
2021-11-30,16013,27
2021-11-30,16015,11
2021-11-30,16017,126
2021-11-30,16019,232
2021-11-30,16021,46
2021-11-30,16023,4
2021-11-30,16025,1
2021-11-30,16027,573
2021-11-30,16029,22
2021-11-30,16031,43
2021-11-30,16033,0
2021-11-30,16035,27
2021-11-30,16037,6
2021-11-30,16039,51
2021-11-30,16041,26
2021-11-30,16043,18
2021-11-30,16045,68
2021-11-30,16047,42
2021-11-30,16049,39
2021-11-30,16051,51
2021-11-30,16053,54
2021-11-30,16055,446
2021-11-30,16057,40
2021-11-30,16059,20
2021-11-30,16061,23
2021-11-30,16063,14
2021-11-30,16065,40
2021-11-30,16067,50
2021-11-30,16069,105
2021-11-30,16071,10
2021-11-30,16073,41
2021-11-30,16075,71
2021-11-30,16077,16
2021-11-30,16079,63
2021-11-30,16081,6
2021-11-30,16083,230
2021-11-30,16085,13
2021-11-30,16087,47
2021-11-30,17001,188
2021-11-30,17003,13
2021-11-30,17005,34
2021-11-30,17007,96
2021-11-30,17009,18
2021-11-30,17011,110
2021-11-30,17013,5
2021-11-30,17015,42
2021-11-30,17017,40
2021-11-30,17019,215
2021-11-30,17021,101
2021-11-30,17023,51
2021-11-30,17025,59
2021-11-30,17027,114
2021-11-30,17029,137
2021-11-30,17031,12051
2021-11-30,17033,47
2021-11-30,17035,39
2021-11-30,17037,146
2021-11-30,17039,37
2021-11-30,17041,44
2021-11-30,17043,1491
2021-11-30,17045,70
2021-11-30,17047,20
2021-11-30,17049,118
2021-11-30,17051,73
2021-11-30,17053,67
2021-11-30,17055,132
2021-11-30,17057,93
2021-11-30,17059,10
2021-11-30,17061,53
2021-11-30,17063,94
2021-11-30,17065,26
2021-11-30,17067,45
2021-11-30,17069,16
2021-11-30,17071,23
2021-11-30,17073,111
2021-11-30,17075,85
2021-11-30,17077,106
2021-11-30,17079,23
2021-11-30,17081,148
2021-11-30,17083,74
2021-11-30,17085,32
2021-11-30,17087,38
2021-11-30,17089,953
2021-11-30,17091,272
2021-11-30,17093,128
2021-11-30,17095,208
2021-11-30,17097,1182
2021-11-30,17099,349
2021-11-30,17101,45
2021-11-30,17103,104
2021-11-30,17105,117
2021-11-30,17107,90
2021-11-30,17115,271
2021-11-30,17117,145
2021-11-30,17119,691
2021-11-30,17121,157
2021-11-30,17123,25
2021-11-30,17125,54
2021-11-30,17127,57
2021-11-30,17109,78
2021-11-30,17111,370
2021-11-30,17113,265
2021-11-30,17129,18
2021-11-30,17131,37
2021-11-30,17133,105
2021-11-30,17135,90
2021-11-30,17137,123
2021-11-30,17139,41
2021-11-30,17141,103
2021-11-30,17143,422
2021-11-30,17145,87
2021-11-30,17147,20
2021-11-30,17149,61
2021-11-30,17151,6
2021-11-30,17153,12
2021-11-30,17155,6
2021-11-30,17157,109
2021-11-30,17159,70
2021-11-30,17161,420
2021-11-30,17165,88
2021-11-30,17167,337
2021-11-30,17169,24
2021-11-30,17171,7
2021-11-30,17173,56
2021-11-30,17175,29
2021-11-30,17163,662
2021-11-30,17177,123
2021-11-30,17179,385
2021-11-30,17181,54
2021-11-30,17183,228
2021-11-30,17185,22
2021-11-30,17187,72
2021-11-30,17189,36
2021-11-30,17191,66
2021-11-30,17193,43
2021-11-30,17195,231
2021-11-30,17197,1239
2021-11-30,17199,197
2021-11-30,17201,614
2021-11-30,17203,105
2021-11-30,18001,82
2021-11-30,18003,906
2021-11-30,18005,195
2021-11-30,18007,17
2021-11-30,18009,46
2021-11-30,18011,128
2021-11-30,18013,51
2021-11-30,18015,41
2021-11-30,18017,129
2021-11-30,18019,287
2021-11-30,18021,63
2021-11-30,18023,82
2021-11-30,18025,30
2021-11-30,18027,119
2021-11-30,18029,107
2021-11-30,18031,116
2021-11-30,18033,110
2021-11-30,18035,307
2021-11-30,18037,140
2021-11-30,18039,566
2021-11-30,18041,97
2021-11-30,18043,235
2021-11-30,18045,65
2021-11-30,18047,50
2021-11-30,18049,72
2021-11-30,18051,122
2021-11-30,18053,248
2021-11-30,18055,104
2021-11-30,18057,513
2021-11-30,18059,190
2021-11-30,18061,101
2021-11-30,18063,401
2021-11-30,18065,170
2021-11-30,18067,318
2021-11-30,18069,113
2021-11-30,18071,96
2021-11-30,18073,97
2021-11-30,18075,55
2021-11-30,18077,106
2021-11-30,18079,69
2021-11-30,18081,484
2021-11-30,18083,117
2021-11-30,18085,170
2021-11-30,18087,92
2021-11-30,18089,1288
2021-11-30,18091,265
2021-11-30,18093,187
2021-11-30,18095,471
2021-11-30,18097,2311
2021-11-30,18099,153
2021-11-30,18101,20
2021-11-30,18103,112
2021-11-30,18105,222
2021-11-30,18107,125
2021-11-30,18109,199
2021-11-30,18111,54
2021-11-30,18113,126
2021-11-30,18115,13
2021-11-30,18117,76
2021-11-30,18119,80
2021-11-30,18121,31
2021-11-30,18123,56
2021-11-30,18125,45
2021-11-30,18127,401
2021-11-30,18129,44
2021-11-30,18131,59
2021-11-30,18133,86
2021-11-30,18135,108
2021-11-30,18137,93
2021-11-30,18139,32
2021-11-30,18143,82
2021-11-30,18145,141
2021-11-30,18147,48
2021-11-30,18149,76
2021-11-30,18151,90
2021-11-30,18141,662
2021-11-30,18153,56
2021-11-30,18155,12
2021-11-30,18157,277
2021-11-30,18159,68
2021-11-30,18161,17
2021-11-30,18163,509
2021-11-30,18165,58
2021-11-30,18167,314
2021-11-30,18169,109
2021-11-30,18171,18
2021-11-30,18173,194
2021-11-30,18175,56
2021-11-30,18177,272
2021-11-30,18179,103
2021-11-30,18181,70
2021-11-30,18183,61
2021-11-30,19001,37
2021-11-30,19003,8
2021-11-30,19005,55
2021-11-30,19007,57
2021-11-30,19009,17
2021-11-30,19011,59
2021-11-30,19013,378
2021-11-30,19015,39
2021-11-30,19017,72
2021-11-30,19019,41
2021-11-30,19021,49
2021-11-30,19023,44
2021-11-30,19025,19
2021-11-30,19027,55
2021-11-30,19029,66
2021-11-30,19031,27
2021-11-30,19033,123
2021-11-30,19035,47
2021-11-30,19037,22
2021-11-30,19039,29
2021-11-30,19041,36
2021-11-30,19043,59
2021-11-30,19045,114
2021-11-30,19047,47
2021-11-30,19049,113
2021-11-30,19051,25
2021-11-30,19053,13
2021-11-30,19055,54
2021-11-30,19057,105
2021-11-30,19059,55
2021-11-30,19061,241
2021-11-30,19063,46
2021-11-30,19065,53
2021-11-30,19067,49
2021-11-30,19069,29
2021-11-30,19071,13
2021-11-30,19073,17
2021-11-30,19075,37
2021-11-30,19077,37
2021-11-30,19079,57
2021-11-30,19081,39
2021-11-30,19083,53
2021-11-30,19085,79
2021-11-30,19087,55
2021-11-30,19089,24
2021-11-30,19091,30
2021-11-30,19093,41
2021-11-30,19095,34
2021-11-30,19097,47
2021-11-30,19099,91
2021-11-30,19101,43
2021-11-30,19103,105
2021-11-30,19105,62
2021-11-30,19107,39
2021-11-30,19109,77
2021-11-30,19111,105
2021-11-30,19113,424
2021-11-30,19115,53
2021-11-30,19117,26
2021-11-30,19119,42
2021-11-30,19121,25
2021-11-30,19123,65
2021-11-30,19125,97
2021-11-30,19127,93
2021-11-30,19129,30
2021-11-30,19131,43
2021-11-30,19133,39
2021-11-30,19135,39
2021-11-30,19137,45
2021-11-30,19139,117
2021-11-30,19141,65
2021-11-30,19143,18
2021-11-30,19145,33
2021-11-30,19147,32
2021-11-30,19149,88
2021-11-30,19151,24
2021-11-30,19153,799
2021-11-30,19155,213
2021-11-30,19157,43
2021-11-30,19159,29
2021-11-30,19161,26
2021-11-30,19163,292
2021-11-30,19165,42
2021-11-30,19167,77
2021-11-30,19169,58
2021-11-30,19171,77
2021-11-30,19173,14
2021-11-30,19175,41
2021-11-30,19177,22
2021-11-30,19179,144
2021-11-30,19181,104
2021-11-30,19183,63
2021-11-30,19185,25
2021-11-30,19187,122
2021-11-30,19189,38
2021-11-30,19191,43
2021-11-30,19193,258
2021-11-30,19195,9
2021-11-30,19197,49
2021-11-30,20001,26
2021-11-30,20003,22
2021-11-30,20005,26
2021-11-30,20007,7
2021-11-30,20009,66
2021-11-30,20011,44
2021-11-30,20013,40
2021-11-30,20015,140
2021-11-30,20017,4
2021-11-30,20019,12
2021-11-30,20021,78
2021-11-30,20023,14
2021-11-30,20025,7
2021-11-30,20027,31
2021-11-30,20029,30
2021-11-30,20031,28
2021-11-30,20033,13
2021-11-30,20035,128
2021-11-30,20037,116
2021-11-30,20039,13
2021-11-30,20041,61
2021-11-30,20043,29
2021-11-30,20045,106
2021-11-30,20047,13
2021-11-30,20049,6
2021-11-30,20051,75
2021-11-30,20053,31
2021-11-30,20055,94
2021-11-30,20057,97
2021-11-30,20059,61
2021-11-30,20061,59
2021-11-30,20063,22
2021-11-30,20065,12
2021-11-30,20067,30
2021-11-30,20069,22
2021-11-30,20071,3
2021-11-30,20073,16
2021-11-30,20075,2
2021-11-30,20077,24
2021-11-30,20079,91
2021-11-30,20081,9
2021-11-30,20083,10
2021-11-30,20085,20
2021-11-30,20087,51
2021-11-30,20089,11
2021-11-30,20091,969
2021-11-30,20093,17
2021-11-30,20095,24
2021-11-30,20097,6
2021-11-30,20099,63
2021-11-30,20101,8
2021-11-30,20103,136
2021-11-30,20105,7
2021-11-30,20107,21
2021-11-30,20109,9
2021-11-30,20111,96
2021-11-30,20115,35
2021-11-30,20117,32
2021-11-30,20113,98
2021-11-30,20119,14
2021-11-30,20121,69
2021-11-30,20123,17
2021-11-30,20125,120
2021-11-30,20127,22
2021-11-30,20129,9
2021-11-30,20131,56
2021-11-30,20133,53
2021-11-30,20135,17
2021-11-30,20137,32
2021-11-30,20139,39
2021-11-30,20141,15
2021-11-30,20143,14
2021-11-30,20145,20
2021-11-30,20147,28
2021-11-30,20149,44
2021-11-30,20151,27
2021-11-30,20153,7
2021-11-30,20155,173
2021-11-30,20157,14
2021-11-30,20159,16
2021-11-30,20161,64
2021-11-30,20163,13
2021-11-30,20165,16
2021-11-30,20167,33
2021-11-30,20169,185
2021-11-30,20171,31
2021-11-30,20173,1073
2021-11-30,20175,53
2021-11-30,20177,476
2021-11-30,20179,16
2021-11-30,20181,13
2021-11-30,20183,3
2021-11-30,20185,19
2021-11-30,20187,7
2021-11-30,20189,15
2021-11-30,20191,62
2021-11-30,20193,23
2021-11-30,20195,8
2021-11-30,20197,18
2021-11-30,20199,5
2021-11-30,20201,17
2021-11-30,20203,8
2021-11-30,20205,34
2021-11-30,20207,10
2021-11-30,20209,388
2021-11-30,21001,86
2021-11-30,21003,75
2021-11-30,21005,52
2021-11-30,21007,22
2021-11-30,21009,161
2021-11-30,21011,33
2021-11-30,21013,106
2021-11-30,21015,216
2021-11-30,21017,38
2021-11-30,21019,116
2021-11-30,21021,95
2021-11-30,21023,16
2021-11-30,21025,41
2021-11-30,21027,40
2021-11-30,21029,142
2021-11-30,21031,40
2021-11-30,21033,51
2021-11-30,21035,64
2021-11-30,21037,117
2021-11-30,21039,12
2021-11-30,21041,31
2021-11-30,21043,68
2021-11-30,21045,59
2021-11-30,21047,149
2021-11-30,21049,45
2021-11-30,21051,64
2021-11-30,21053,36
2021-11-30,21055,37
2021-11-30,21057,22
2021-11-30,21059,280
2021-11-30,21061,33
2021-11-30,21063,10
2021-11-30,21065,21
2021-11-30,21067,446
2021-11-30,21069,39
2021-11-30,21071,129
2021-11-30,21073,99
2021-11-30,21075,21
2021-11-30,21077,42
2021-11-30,21079,53
2021-11-30,21081,44
2021-11-30,21083,131
2021-11-30,21085,100
2021-11-30,21087,37
2021-11-30,21089,93
2021-11-30,21091,18
2021-11-30,21093,309
2021-11-30,21095,139
2021-11-30,21097,51
2021-11-30,21099,72
2021-11-30,21101,123
2021-11-30,21103,33
2021-11-30,21105,21
2021-11-30,21107,213
2021-11-30,21109,51
2021-11-30,21111,1733
2021-11-30,21113,106
2021-11-30,21115,64
2021-11-30,21117,288
2021-11-30,21119,43
2021-11-30,21121,76
2021-11-30,21123,53
2021-11-30,21125,156
2021-11-30,21127,44
2021-11-30,21129,37
2021-11-30,21131,31
2021-11-30,21133,76
2021-11-30,21135,60
2021-11-30,21137,103
2021-11-30,21139,45
2021-11-30,21141,90
2021-11-30,21143,26
2021-11-30,21151,195
2021-11-30,21153,26
2021-11-30,21155,52
2021-11-30,21157,80
2021-11-30,21159,36
2021-11-30,21161,73
2021-11-30,21145,193
2021-11-30,21147,60
2021-11-30,21149,40
2021-11-30,21163,47
2021-11-30,21165,23
2021-11-30,21167,84
2021-11-30,21169,47
2021-11-30,21171,64
2021-11-30,21173,63
2021-11-30,21175,11
2021-11-30,21177,97
2021-11-30,21179,101
2021-11-30,21181,24
2021-11-30,21183,87
2021-11-30,21185,100
2021-11-30,21187,28
2021-11-30,21189,21
2021-11-30,21191,25
2021-11-30,21193,120
2021-11-30,21195,206
2021-11-30,21197,24
2021-11-30,21199,204
2021-11-30,21201,16
2021-11-30,21203,38
2021-11-30,21205,37
2021-11-30,21207,63
2021-11-30,21209,62
2021-11-30,21211,115
2021-11-30,21213,62
2021-11-30,21215,40
2021-11-30,21217,93
2021-11-30,21219,35
2021-11-30,21221,25
2021-11-30,21223,21
2021-11-30,21225,39
2021-11-30,21227,279
2021-11-30,21229,48
2021-11-30,21231,68
2021-11-30,21233,42
2021-11-30,21235,107
2021-11-30,21237,13
2021-11-30,21239,31
2021-11-30,22001,251
2021-11-30,22003,117
2021-11-30,22005,247
2021-11-30,22007,57
2021-11-30,22009,182
2021-11-30,22011,124
2021-11-30,22013,99
2021-11-30,22015,409
2021-11-30,22017,978
2021-11-30,22019,626
2021-11-30,22021,39
2021-11-30,22023,9
2021-11-30,22025,48
2021-11-30,22027,66
2021-11-30,22029,79
2021-11-30,22031,113
2021-11-30,22033,1170
2021-11-30,22035,31
2021-11-30,22037,145
2021-11-30,22039,142
2021-11-30,22041,140
2021-11-30,22043,79
2021-11-30,22045,227
2021-11-30,22047,128
2021-11-30,22049,64
2021-11-30,22051,1180
2021-11-30,22053,131
2021-11-30,22055,408
2021-11-30,22057,321
2021-11-30,22059,46
2021-11-30,22061,117
2021-11-30,22063,384
2021-11-30,22065,53
2021-11-30,22067,116
2021-11-30,22069,137
2021-11-30,22071,1004
2021-11-30,22073,599
2021-11-30,22075,40
2021-11-30,22077,85
2021-11-30,22079,475
2021-11-30,22081,49
2021-11-30,22083,80
2021-11-30,22085,96
2021-11-30,22087,98
2021-11-30,22089,127
2021-11-30,22091,19
2021-11-30,22093,70
2021-11-30,22095,173
2021-11-30,22097,350
2021-11-30,22099,162
2021-11-30,22101,226
